"","chrom","start","end","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60"
"11519","chr8",145609881,145609882,"6","6","6","6","6","4","6","6","6","6","6","6","5","6","5","6","5","5","6","5","6","6","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"11520","chr8",145612539,145612540,"6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","5","6","6","5","6","6","6","5","5","6","6","6","5","6","6","5","6","6","6","6","6","6","4","6","5","6","6","6","6","6","6","6","5","6","6","6","4","6","5","6","6","6","5","6","6"
"11521","chr8",145616241,145616242,"6","6","6","5","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","5","6","5","6","4","6","5","6","6","6","5","5","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","5","6","6","5","6","6","6","5","6","6","5"
"11522","chr8",145616265,145616266,"6","6","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","5","6","6","5","5","6","6","5","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","4","6","5","6","6"
"11523","chr8",145651536,145651537,"6","6","5","6","6","5","6","5","6","6","6","6","6","6","5","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","4","6","6","6","6","6","6","6","6","5","6","4","5","6","6","6"
"11524","chr8",145651540,145651541,"6","6","6","6","6","6","6","5","6","6","6","4","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","5","4","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","4","6","6","6","6","6","6","6"
"11525","chr8",145721787,145721788,"6","6","6","6","5","6","6","6","6","6","6","6","5","6","6","6","6","5","5","6","6","6","6","4","6","6","6","6","6","6","5","6","5","6","5","6","6","6","6","6","3","6","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5"
"11526","chr8",145849407,145849408,"6","6","6","5","6","6","6","5","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","5","6","6","4","5","5","6","6","6","6","6","6","5","6","5","6","5","5","6","5","5","6","6","6","6","6","6","6","6","5","6","6","6","6","5","6","6"
"11527","chr8",145849418,145849419,"6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","6","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","5","6","5","6","6","6","6","6","6","5","6","6","5","6","6","6","6","6","4","6","6","6","5"
"11528","chr8",145906588,145906589,"6","4","6","6","6","5","3","4","6","4","6","6","6","3","4","6","6","6","6","6","6","6","6","5","6","4","6","6","5","6","6","6","6","4","4","5","3","6","4","4","6","5","4","5","6","5","6","6","6","6","1","6","6","6","6","6","6","6","2","3"
"11529","chr8",145925107,145925108,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","5","5","6","5","6","6","6","6","6","6","6","6","6","6","4","6","6","6","6","6","6","5","5","6","6","5","6","5","6","5"
"11530","chr8",145925109,145925110,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","5","6","5","6","6","2","6","6","6","4","6","6","6","6","6","5","6","6","6","6","6","6","5","5","6","6","5","6","6","6"
"11531","chr8",145925143,145925144,"6","6","6","5","6","5","6","5","6","6","6","5","6","6","6","6","6","5","5","5","3","5","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","4","6","6","5","6","6","6","6","4","6","6","6","6","6","6","6","6","6","6"
"11532","chr8",145925207,145925208,"5","6","5","6","6","6","4","4","5","4","6","6","5","6","6","6","5","5","6","5","6","6","6","6","6","6","6","4","6","6","3","5","5","6","3","5","4","6","5","6","6","3","6","3","6","6","6","4","6","6","5","6","5","2","3","6","6","6","6","6"
"11533","chr8",145925217,145925218,"6","2","6","6","6","6","6","6","1","6","6","6","5","6","6","5","6","6","6","3","5","6","6","6","6","6","4","6","6","6","6","5","6","6","6","6","6","6","5","6","4","5","6","5","4","6","6","5","5","6","6","6","6","3","5","6","6","6","6","6"
"11534","chr8",145925762,145925763,"6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","4","6","6","6","4","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","4","6"
"11535","chr8",145925766,145925767,"6","6","6","5","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","5","5","6","6","6","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","5","5","6","6","5","6","6","4","6","6","6","6","5","6","6"
"11536","chr8",145925818,145925819,"6","6","6","6","6","6","5","4","6","6","6","6","6","6","5","4","6","6","6","6","6","4","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","5","6","6","6"
"11537","chr8",145926370,145926371,"5","6","6","6","5","6","6","6","2","6","6","6","6","6","6","6","5","6","6","6","6","6","6","4","5","5","4","6","6","5","6","5","6","6","5","6","6","6","6","3","5","5","6","6","6","6","6","6","6","6","6","6","5","6","6","5","6","6","6","4"
"11538","chr8",145926378,145926379,"6","6","5","6","6","6","4","4","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","4","6","5","6","6","3","5","5","6","5","6","6","5","6","6","6","6","6","5","6","6","5","6","6","4","6","6","6","5","6","6","6","6","6","6","6"
"11539","chr8",145926441,145926442,"4","4","4","6","3","5","5","4","4","6","6","4","6","6","6","6","1","4","6","6","6","4","3","6","5","6","6","6","6","6","6","6","6","5","3","5","6","6","5","6","3","6","5","6","5","3","6","6","4","6","6","6","6","6","5","6","6","4","6","6"
"11540","chr8",146013791,146013792,"5","4","3","5","5","6","3","5","4","4","6","4","6","5","6","6","4","6","5","6","3","2","5","3","2","5","6","6","6","6","4","2","5","3","6","6","6","6","4","5","4","5","2","4","6","6","5","6","5","6","6","1","6","6","6","6","4","5","6","6"
"11541","chr8",146013861,146013862,"5","5","5","6","5","6","5","6","6","5","6","5","5","6","6","5","6","6","6","6","4","5","6","6","6","6","4","4","6","5","6","6","6","6","3","6","6","6","6","3","5","6","6","5","6","6","6","6","6","3","6","6","4","6","6","6","6","5","5","6"
"11542","chr8",146013878,146013879,"2","1","4","2","6","0","3","5","3","3","5","1","3","4","1","0","6","5","1","2","5","6","4","5","5","4","3","5","4","6","2","1","2","4","1","5","3","6","5","0","2","6","3","1","4","3","5","0","0","5","0","1","3","1","5","3","6","6","3","4"
"11543","chr8",146019289,146019290,"6","6","5","5","6","6","6","6","6","6","6","6","4","6","6","6","6","6","6","6","5","6","6","6","6","5","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5","5","6","6","6","6","4","6","5","6","6","6","6","6","6"
"11544","chr8",146019376,146019377,"3","1","1","2","2","4","0","4","1","3","2","3","0","3","2","4","2","2","4","4","5","4","1","4","2","2","2","1","2","3","2","0","0","1","3","2","2","3","3","3","1","4","2","2","4","3","3","3","1","3","2","3","4","3","1","1","3","0","0","3"
"11545","chr8",146019445,146019446,"4","5","5","1","6","6","5","5","5","6","5","6","4","6","6","5","5","5","5","6","6","6","6","5","6","5","5","6","6","6","5","6","5","6","5","5","6","6","6","6","3","6","5","6","5","5","5","4","6","5","6","6","6","6","5","6","4","6","5","5"
"11546","chr8",146233229,146233230,"6","6","6","6","6","6","4","6","6","6","6","3","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","4","6","6","6","6","6","6","5","6","6","6","3","6","6","6","6","6","4","6","6","4","6","6","5","6"
"11810","chr9",1042063,1042064,"1","5","3","0","0","1","6","6","3","4","6","2","0","2","5","5","4","2","1","1","6","3","5","0","6","0","3","0","6","6","0","3","2","1","2","3","6","1","0","0","3","5","0","2","3","6","6","1","0","6","1","6","6","5","4","6","1","2","2","0"
"11811","chr9",1042070,1042071,"6","6","6","6","6","5","5","5","5","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","6","6","3","6","6","6","6","6","6","6","5","6","5","6","6","6","6","5","6","5","4","6","6","6","6","6","6","6","6","6","6","6","6","5","5","6"
"11812","chr9",1042846,1042847,"5","6","6","3","6","6","6","6","6","6","3","6","5","5","6","6","6","4","4","6","6","6","5","6","6","2","4","5","6","5","6","6","6","6","6","4","6","0","4","6","6","6","6","6","6","6","2","5","3","4","6","5","4","6","4","6","6","6","6","6"
"11813","chr9",1042849,1042850,"6","5","6","6","6","5","6","6","6","6","6","6","6","6","5","6","5","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","4","4","6","6","6","6","6","6"
"11814","chr9",1042851,1042852,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","5","6","6","4","5","6","6","6","6","6","5","6","5","6","6","6","6","6","6","5","6","5","6","6","6","6","5","6","6","6","6","6","6","6","6","5","6"
"12187","chr9",3828561,3828562,"6","6","0","6","6","6","6","6","6","0","5","6","6","6","3","1","6","6","6","5","3","6","2","5","6","6","6","3","6","6","6","4","6","6","4","6","6","6","6","0","6","6","1","6","6","6","6","3","6","6","6","2","6","6","2","5","6","6","6","5"
"12188","chr9",4815772,4815773,"6","6","5","4","6","6","6","6","6","6","5","6","6","6","5","6","6","5","6","6","6","6","5","6","5","6","4","6","6","6","6","6","5","5","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","5","6","6","5","6","6","5","6","6","6","5"
"12146","chr9",29213815,29213816,"6","6","6","6","6","5","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","4","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"12147","chr9",29213879,29213880,"5","6","6","6","6","6","4","4","6","6","5","4","6","6","6","0","6","5","6","6","6","2","6","6","3","6","6","6","5","6","6","6","5","0","5","6","4","6","0","6","6","2","6","3","6","3","1","6","5","6","1","6","1","6","6","6","3","6","6","6"
"12148","chr9",33167757,33167758,"6","1","6","3","1","6","3","6","6","3","5","6","6","2","6","6","6","3","6","5","6","6","6","6","6","6","4","6","6","6","3","4","4","6","6","6","6","6","6","6","0","6","6","5","5","6","5","6","4","5","4","6","6","6","1","4","6","3","5","6"
"12149","chr9",33167759,33167760,"6","6","6","6","6","5","6","4","6","6","4","6","5","6","1","2","6","6","6","3","6","6","6","5","5","5","6","4","6","5","6","6","6","6","6","5","5","2","6","3","6","6","6","6","6","6","4","6","6","6","6","5","5","5","6","6","3","5","0","2"
"12150","chr9",33167762,33167763,"6","6","6","6","5","1","6","6","5","6","6","6","6","5","6","6","2","6","6","6","6","6","6","6","6","6","6","3","6","5","6","4","6","6","6","6","6","6","6","6","4","6","6","6","6","5","6","6","6","6","5","6","1","6","6","5","4","5","6","0"
"12151","chr9",33167765,33167766,"0","6","2","6","6","0","6","6","5","6","6","1","6","2","0","6","6","6","0","6","2","4","6","2","3","6","3","6","6","6","6","6","6","6","6","1","4","6","6","4","1","6","6","6","6","3","6","6","6","6","5","6","6","5","2","6","6","6","6","6"
"12152","chr9",33167826,33167827,"6","1","6","6","3","5","6","6","5","6","6","6","6","6","6","1","6","6","6","5","1","6","6","5","6","3","5","6","6","4","6","6","6","6","2","5","6","2","6","6","6","6","5","5","6","6","6","6","3","5","6","6","5","6","6","5","5","4","6","6"
"12153","chr9",33167836,33167837,"6","0","6","6","6","6","6","5","6","6","6","4","6","6","6","6","6","6","6","5","5","6","6","6","4","6","6","5","6","6","6","6","6","5","5","6","6","6","6","6","5","6","6","6","6","5","6","6","3","6","6","5","5","5","6","6","6","6","6","6"
"12154","chr9",33167839,33167840,"6","6","6","6","6","5","6","4","6","6","5","5","6","5","6","6","6","6","6","6","3","1","6","6","6","6","6","6","6","6","6","6","6","6","6","6","4","6","6","6","5","6","6","5","5","6","6","6","5","6","5","6","5","6","6","6","6","6","6","6"
"12155","chr9",33167843,33167844,"6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","5","6","5","6","6","5","6","6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6"
"12156","chr9",33167855,33167856,"3","6","6","4","0","3","1","0","1","0","0","3","1","3","6","5","0","4","2","5","6","6","5","6","2","5","5","6","6","3","2","3","6","0","1","6","1","6","6","5","6","6","6","5","2","6","1","5","2","6","2","6","6","3","3","1","6","4","6","2"
"12157","chr9",33167859,33167860,"6","6","6","6","6","5","6","6","6","4","6","6","6","5","6","6","5","6","6","6","6","6","6","6","6","6","5","6","6","6","6","3","6","6","6","5","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","5","6","6","5","6","6","6","6","6"
"12158","chr9",33202667,33202668,"6","5","6","5","6","6","6","6","6","6","6","6","6","6","6","6","1","6","6","1","6","6","4","5","6","3","6","4","6","5","6","6","6","6","6","5","6","6","6","6","6","2","5","5","6","6","6","6","6","6","6","3","6","6","6","6","6","6","6","6"
"12159","chr9",33202697,33202698,"6","6","0","3","6","6","6","6","0","5","5","6","6","6","6","6","6","1","6","6","6","5","5","6","0","5","6","6","6","6","6","6","6","1","6","0","6","5","0","6","6","6","3","6","6","6","0","6","5","6","6","6","6","4","6","6","6","6","6","6"
"12160","chr9",33202783,33202784,"6","5","6","6","6","6","6","6","6","6","6","5","3","6","6","4","1","6","5","3","5","6","1","6","3","6","6","5","4","6","6","4","6","3","6","6","5","4","6","6","6","6","1","6","5","4","6","6","6","6","6","6","5","6","5","6","6","6","3","6"
"12161","chr9",33446017,33446018,"6","6","6","6","6","6","6","6","6","6","6","6","5","5","6","6","6","6","4","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","5","6","6","6","6","5","5","6","6","6","6","6","6","6","6","4","6","6","6","5","6","6"
"12162","chr9",34576247,34576248,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","4","6","6","6","4","6","6","6","6","5","6","6","6","6","6","6","6","6","6"
"12163","chr9",34576253,34576254,"6","2","6","6","6","6","6","6","6","6","6","6","6","5","6","1","6","6","5","6","5","6","5","6","6","6","6","5","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","3","6","6","5","5","6","6","6","6","6","6","6","5"
"12164","chr9",34576263,34576264,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","5","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5","6","6","6","6","6","6","5","6"
"12165","chr9",34576345,34576346,"6","6","6","6","6","6","5","4","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","3","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","5","5","6","4","6","6","5","6","6","6","5","6","6","6","5","6"
"12166","chr9",34660005,34660006,"4","6","6","6","5","6","6","6","6","6","6","5","6","1","6","6","6","6","4","5","6","5","6","6","6","6","6","6","6","5","6","5","6","6","6","6","6","6","6","6","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","3"
"12167","chr9",35073069,35073070,"4","0","6","0","2","6","5","5","0","0","0","1","1","0","0","2","0","1","3","2","0","0","3","6","0","6","3","1","0","6","1","3","1","2","0","2","0","2","4","2","1","3","1","0","2","2","4","1","2","4","3","6","4","2","0","0","4","2","6","3"
"12168","chr9",35073106,35073107,"6","4","6","2","6","2","1","5","0","5","0","6","2","3","0","1","6","0","0","0","4","0","0","2","5","0","2","3","3","0","3","0","2","0","2","0","0","5","6","1","3","3","0","5","0","2","3","2","2","1","3","3","0","0","0","2","6","3","0","6"
"12169","chr9",35116725,35116726,"0","3","1","0","4","0","0","3","0","3","0","0","0","4","0","2","0","0","6","3","0","0","2","0","0","0","0","1","1","0","1","0","3","0","0","0","0","2","0","3","2","0","3","0","3","2","3","0","0","4","0","0","0","0","0","5","5","0","0","0"
"12170","chr9",35116736,35116737,"5","0","4","5","0","0","3","2","3","2","0","0","4","1","3","0","3","5","1","0","2","2","5","0","4","3","5","0","6","0","1","3","0","3","0","2","4","2","3","4","1","1","2","0","0","0","2","0","3","3","3","2","0","2","2","2","3","2","3","1"
"12171","chr9",35116801,35116802,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"12172","chr9",35116819,35116820,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"12173","chr9",35617281,35617282,"5","5","0","6","1","3","6","2","0","2","0","2","5","3","4","6","6","6","4","6","5","1","3","3","1","3","0","2","0","2","4","6","6","6","3","3","1","5","4","6","6","6","4","6","6","2","6","3","6","5","4","4","1","0","1","2","6","0","3","1"
"12174","chr9",35617305,35617306,"6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","5","6","6","6","5","6","6","6","2","6","6","6","6","6","6","6","6","6"
"12175","chr9",35617350,35617351,"0","2","0","5","2","4","6","5","6","3","6","4","5","2","1","4","0","4","2","6","1","6","3","5","1","0","2","3","4","6","0","2","6","2","4","0","2","6","6","6","0","2","6","5","0","0","6","5","4","5","0","4","3","1","6","6","5","6","2","4"
"12176","chr9",35945490,35945491,"6","3","4","3","5","5","5","5","2","6","4","6","5","6","6","3","5","5","6","3","6","2","4","4","6","3","4","4","3","2","6","6","2","6","4","6","5","2","0","6","6","2","3","0","5","2","0","0","2","5","2","1","6","6","2","0","6","1","2","6"
"12177","chr9",36166019,36166020,"5","5","6","0","0","6","6","6","6","5","6","6","4","6","6","6","0","3","0","6","0","5","6","4","1","6","5","2","1","0","6","6","5","4","6","6","1","2","1","0","6","5","5","6","1","5","3","6","4","6","6","6","3","5","6","3","0","4","6","5"
"12178","chr9",36166024,36166025,"0","6","2","0","5","4","0","6","6","6","4","1","2","6","4","2","6","6","3","0","6","0","0","6","4","0","4","0","6","2","0","3","6","5","6","0","3","4","3","0","0","6","2","6","4","3","3","4","6","6","6","0","0","0","1","6","1","6","4","6"
"12179","chr9",36166094,36166095,"6","6","3","6","6","6","5","6","6","6","1","6","6","6","5","6","6","0","6","6","5","5","5","6","6","6","6","6","6","6","6","6","5","5","6","6","6","6","6","1","4","6","6","6","5","6","6","6","6","5","6","6","3","6","6","6","6","6","6","6"
"12180","chr9",36166096,36166097,"6","6","5","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","4","6","6","6","5","6","6","6","5","6","6","6","6","6","6","6","6","5","6","6","6","5","6","6","6","5","4","6"
"12181","chr9",36166108,36166109,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","3","6","5","6","5","6","6","5","6","6","6","6","5","6","6","6","6","6","5","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","5","6"
"12182","chr9",36739810,36739811,"5","6","6","6","6","6","4","6","6","6","2","5","6","6","6","6","1","6","6","6","6","6","6","6","6","6","3","1","6","6","6","4","6","6","5","6","6","6","6","6","3","6","6","6","6","6","6","6","5","5","6","6","6","5","6","2","6","5","6","6"
"12183","chr9",36739857,36739858,"6","6","6","4","6","6","6","5","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","5","6","6","5","6","6","6","6","6","5","5","5","6","6","6","5","5","6","6","6","6","6","6","6","6","6","6","6","6","5","5","6","6","5","5","6"
"12184","chr9",37415140,37415141,"3","3","2","6","6","0","6","4","0","1","6","2","6","1","3","5","6","5","4","2","5","3","4","6","5","6","1","0","3","0","2","3","6","4","6","4","6","6","6","5","1","4","0","5","4","6","6","5","4","4","1","4","5","3","4","0","1","5","0","5"
"12185","chr9",37415174,37415175,"6","6","4","6","6","5","4","6","6","5","6","6","6","6","6","6","5","4","6","6","6","3","6","6","6","5","2","6","5","1","6","4","6","6","6","6","5","5","6","6","5","4","6","6","6","6","6","4","6","6","5","6","2","6","6","5","4","6","6","6"
"12186","chr9",37415247,37415248,"0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","3","0","0","0","1","0","1","0","0","1","0","0","0","0","0"
"12189","chr9",71033826,71033827,"6","6","6","6","5","5","6","2","4","6","2","4","3","6","3","6","4","6","6","5","6","3","6","4","6","6","6","0","4","6","6","6","6","3","6","1","6","3","3","6","6","5","6","5","6","2","5","6","6","6","1","6","5","6","1","5","6","6","6","6"
"12190","chr9",71745686,71745687,"1","3","3","0","2","4","3","4","4","2","4","3","3","2","3","4","4","1","6","3","4","4","3","3","4","4","2","3","4","4","3","6","2","4","2","4","1","5","3","3","4","3","3","6","5","4","3","4","3","3","2","4","5","2","5","4","3","4","4","4"
"12191","chr9",71745839,71745840,"1","3","3","2","1","2","2","3","2","5","3","2","1","1","2","1","2","4","1","3","2","5","4","3","2","2","4","2","2","1","4","2","4","2","3","1","2","3","3","4","2","1","1","2","4","3","3","2","5","1","3","4","2","3","2","4","3","4","2","3"
"12192","chr9",72877683,72877684,"6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","5","5","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","6","5","5","5","6","6","6","6","5","6","6","6","6","6","5","5","6","6","6","6"
"12193","chr9",78830509,78830510,"3","6","3","4","6","3","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","6","4","6","5","6","6","2","6","1","6","6","6","0","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","5","5","6","6","6"
"12194","chr9",79520306,79520307,"6","6","6","6","5","5","6","6","6","6","6","6","6","5","5","6","6","6","6","6","6","4","6","5","6","6","6","6","6","6","1","6","6","6","6","2","6","6","6","6","6","6","6","5","6","5","5","6","6","6","6","4","6","6","6","6","6","6","6","6"
"12195","chr9",79630228,79630229,"6","2","6","3","4","6","6","6","6","5","6","6","5","6","6","5","6","5","5","6","6","6","2","6","6","6","6","5","6","6","6","5","6","6","6","6","6","6","6","5","5","6","4","6","6","6","6","6","6","2","6","6","1","6","6","6","6","5","6","6"
"12196","chr9",79630234,79630235,"6","6","6","6","6","6","6","6","6","6","6","5","6","6","5","6","6","6","6","6","6","6","5","6","6","6","6","4","6","6","5","5","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","5","6","4","5","6","6","6","6","6"
"12197","chr9",79630287,79630288,"6","6","3","5","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","5","2","3","6","6","6","4","6","4","6","3","1","4","5","3","6","5","6","1","4","5","6","6","6","6","6","6","6","4","6","3","6","5","6","5","5"
"12198","chr9",79630307,79630308,"6","6","6","5","6","6","6","3","6","6","6","6","6","6","6","6","5","6","3","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","5","6","6","5","6","6","6","6","4","6","6","6","6","6","6","6","6","6","6","6","6","6","6"
"12199","chr9",84203607,84203608,"6","6","5","6","6","6","6","6","6","6","5","6","6","6","6","6","6","5","2","6","5","6","6","6","6","6","6","5","4","6","6","2","6","6","6","6","5","5","6","6","6","6","3","4","6","6","5","6","6","6","6","5","6","5","5","4","6","6","5","6"
"12200","chr9",84203725,84203726,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","5","6","6","6","5","6","6","6","6","6","6","5","6","6","6","6","6","6","6","5","5","6","4","6","6","6","6","6","6","6","6","3","6","6","6","6","6","6"
"12201","chr9",86152079,86152080,"6","6","6","6","6","5","6","6","6","5","6","6","6","6","6","6","4","3","6","6","6","6","6","6","4","6","4","6","6","6","6","5","6","0","6","5","6","6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","5","6","6","6","5","6","5","6"
"12202","chr9",86152083,86152084,"6","6","6","6","5","5","6","6","6","6","6","6","6","6","5","5","6","6","5","6","6","6","6","6","6","6","6","4","6","6","6","6","5","6","6","4","6","6","5","5","6","5","6","6","6","5","6","6","6","6","6","6","6","4","5","6","6","6","6","6"
"12203","chr9",86152085,86152086,"6","6","6","6","6","6","6","6","6","6","5","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","4","6","5","4","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6"
"12204","chr9",86152157,86152158,"6","3","6","6","6","6","4","2","5","5","6","4","6","6","6","6","6","6","6","6","6","6","1","6","6","4","6","6","5","4","1","5","5","6","6","4","5","5","4","6","2","6","6","6","2","4","4","6","5","6","5","6","5","6","5","6","6","4","6","6"
"12205","chr9",86152200,86152201,"5","5","5","5","5","3","6","6","6","6","6","6","6","6","6","6","6","6","6","6","4","6","6","5","4","6","6","6","6","6","5","6","4","6","6","5","6","6","6","6","6","6","6","6","5","6","6","5","6","5","6","6","6","6","5","6","6","6","6","6"
"12206","chr9",91321539,91321540,"6","6","6","6","6","6","6","4","6","6","6","6","4","6","6","6","6","5","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","5","5","6","6","6","6","6","6","6","6","6","6","6","2","6","6","5","6","6","6","6","5"
"12207","chr9",91321568,91321569,"6","6","6","5","6","6","6","6","6","6","5","6","6","0","6","3","6","5","6","6","6","6","5","6","6","3","6","6","2","2","2","5","1","6","4","5","5","3","6","6","6","5","4","3","6","0","3","6","6","5","5","6","6","5","6","6","6","6","5","6"
"12208","chr9",92040690,92040691,"6","4","6","6","6","6","6","4","6","6","6","6","6","5","6","6","6","3","3","6","5","6","6","6","5","4","6","6","6","6","6","6","4","6","5","5","6","6","6","6","6","4","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6"
"12209","chr9",92040725,92040726,"6","6","6","6","6","6","6","6","6","6","6","2","6","5","4","6","6","6","6","5","6","6","5","6","6","5","6","6","5","5","4","6","6","6","6","5","6","6","6","6","6","6","5","4","6","6","6","6","5","4","6","4","6","6","6","6","6","6","6","6"
"12210","chr9",92051821,92051822,"2","4","5","5","6","6","4","5","6","3","4","4","0","6","4","5","5","6","6","5","3","3","6","5","6","5","5","5","6","5","6","6","6","6","6","3","6","6","3","6","4","2","6","4","6","6","6","5","6","6","0","3","6","6","5","6","6","5","6","3"
"12211","chr9",92051849,92051850,"6","6","6","6","5","6","6","6","6","6","6","6","5","6","6","6","5","6","6","6","6","6","6","4","6","6","6","6","6","6","6","6","6","6","6","3","5","6","6","6","6","6","6","3","6","6","6","6","6","6","6","5","6","6","1","5","6","6","6","6"
"12212","chr9",92051926,92051927,"6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","4","6","6","6","5","5","6","5","6","6","6","6","6","6","6","5","6","6","5","5","6","6","6","6","6","6","5","5","6","6","6","6","6","6","6","6","6","6","5","5","6","6"
