"","gene","TAD"
"SCIN","SCIN","TAD_1475"
"SCLT1","SCLT1","TAD_3364"
"SCLY","SCLY","TAD_2726"
"SCN2A","SCN2A","TAD_2764"
"SCN2B","SCN2B","TAD_1578"
"SCN3A","SCN3A","TAD_2525"
"SCN3B","SCN3B","TAD_216"
"SCN9A","SCN9A","TAD_1992"
"SCNN1D","SCNN1D","TAD_2726"
"SCO2","SCO2","TAD_367"
"SCOC","SCOC","TAD_625"
"SCP2","SCP2","TAD_2667"
"SCPEP1","SCPEP1","TAD_1508"
"SCRIB;MIR937","SCRIB;MIR937","TAD_2087"
"SCRN1","SCRN1","TAD_3547"
"SCRN2","SCRN2","TAD_3535"
"SCUBE2","SCUBE2","TAD_1261"
"SCUBE3","SCUBE3","TAD_552"
"SCYL2","SCYL2","TAD_769"
"SCYL3","SCYL3","TAD_2636"
"SDAD1","SDAD1","TAD_1029"
"SDC1","SDC1","TAD_1296"
"SDC4","SDC4","TAD_1174"
"SDCBP2","SDCBP2","TAD_582"
"SDCCAG3","SDCCAG3","TAD_3533"
"SDF4","SDF4","TAD_208"
"SDHAF1","SDHAF1","TAD_1350"
"SDHC","SDHC","TAD_593"
"SDHD","SDHD","TAD_587"
"SDPR","SDPR","TAD_2439"
"SDS","SDS","TAD_245"
"SEC1","SEC1","TAD_2060"
"SEC11A","SEC11A","TAD_2826"
"SEC11C","SEC11C","TAD_727"
"SEC14L1","SEC14L1","TAD_1297"
"SEC14L2","SEC14L2","TAD_348"
"SEC14L4","SEC14L4","TAD_3574"
"SEC16A","SEC16A","TAD_445"
"SEC22A","SEC22A","TAD_1585"
"SEC23B","SEC23B","TAD_2825"
"SEC24A","SEC24A","TAD_492"
"SEC24B","SEC24B","TAD_1022"
"SEC24D","SEC24D","TAD_3678"
"SEC31B;NDUFB8","SEC31B;NDUFB8","TAD_759"
"SEC61A2","SEC61A2","TAD_304"
"SEC62","SEC62","TAD_3442"
"SEC63","SEC63","TAD_2831"
"SECTM1","SECTM1","TAD_1757"
"SELENBP1","SELENBP1","TAD_424"
"SELM","SELM","TAD_1610"
"SELPLG","SELPLG","TAD_3331"
"SELT","SELT","TAD_2738"
"SEMA3B","SEMA3B","TAD_667"
"SEMA3E","SEMA3E","TAD_254"
"SEMA3F","SEMA3F","TAD_75"
"SEMA4A","SEMA4A","TAD_2683"
"SEMA4B","SEMA4B","TAD_3186"
"SEMA4C","SEMA4C","TAD_586"
"SEMA5B","SEMA5B","TAD_180"
"SEMA6C","SEMA6C","TAD_105"
"SEMA7A","SEMA7A","TAD_606"
"SENP1","SENP1","TAD_1297"
"SENP5","SENP5","TAD_367"
"SENP7","SENP7","TAD_52"
"SEP15","SEP15","TAD_1350"
"SEPHS2","SEPHS2","TAD_1419"
"SEPSECS","SEPSECS","TAD_65"
"SEPT11;FW340024","SEPT11;FW340024","TAD_1615"
"SEPT14","SEPT14","TAD_3119"
"SEPT2","SEPT2","TAD_65"
"SEPT3","SEPT3","TAD_526"
"SEPT6","SEPT6","TAD_3621"
"SEPT8","SEPT8","TAD_1610"
"SEPX1","SEPX1","TAD_2057"
"SERAC1","SERAC1","TAD_2136"
"SERBP1","SERBP1","TAD_2024"
"SERGEF","SERGEF","TAD_3226"
"SERINC1","SERINC1","TAD_974"
"SERINC5","SERINC5","TAD_3310"
"SERPINB1","SERPINB1","TAD_3163"
"SERPINB6","SERPINB6","TAD_2412"
"SERPINB9","SERPINB9","TAD_1603"
"SERPINC1","SERPINC1","TAD_676"
"SERPINE1;BC005927;PAI1","SERPINE1;BC005927;PAI1","TAD_1578"
"SERPINF1","SERPINF1","TAD_429"
"SERPINF2","SERPINF2","TAD_1178"
"SERPING1","SERPING1","TAD_1692"
"SERPINH1","SERPINH1","TAD_2010"
"SERTAD1","SERTAD1","TAD_1344"
"SERTAD2","SERTAD2","TAD_2371"
"SERTAD3","SERTAD3","TAD_1690"
"SESTD1","SESTD1","TAD_1876"
"SET","SET","TAD_61"
"SETD1B","SETD1B","TAD_1009"
"SETD2","SETD2","TAD_2511"
"SETD7","SETD7","TAD_2826"
"SETD8","SETD8","TAD_1689"
"SETDB1","SETDB1","TAD_1673"
"SETDB2","SETDB2","TAD_1925"
"SEZ6L2","SEZ6L2","TAD_1985"
"SF3A1","SF3A1","TAD_2697"
"SF3A2","SF3A2","TAD_2768"
"SF3A3","SF3A3","TAD_525"
"SF3B14","SF3B14","TAD_1310"
"SF3B3","SF3B3","TAD_3339"
"SFI1","SFI1","TAD_2045"
"SFMBT1","SFMBT1","TAD_252"
"SFMBT2","SFMBT2","TAD_3012"
"SFPQ","SFPQ","TAD_1294"
"SFR1","SFR1","TAD_1688"
"SFRP2","SFRP2","TAD_1014"
"SFSWAP","SFSWAP","TAD_3364"
"SFT2D1","SFT2D1","TAD_1106"
"SFT2D2","SFT2D2","TAD_1876"
"SGCA","SGCA","TAD_3343"
"SGCB","SGCB","TAD_280"
"SGCD","SGCD","TAD_964"
"SGCE","SGCE","TAD_3338"
"SGIP1","SGIP1","TAD_1183"
"SGK196","SGK196","TAD_1688"
"SGK2","SGK2","TAD_1146"
"SGMS2","SGMS2","TAD_2828"
"SGOL2","SGOL2","TAD_1442"
"SGPP1","SGPP1","TAD_496"
"SGSH","SGSH","TAD_216"
"SGSM1","SGSM1","TAD_2217"
"SGTA","SGTA","TAD_911"
"SH2B3","SH2B3","TAD_2059"
"SH2D3A","SH2D3A","TAD_1582"
"SH2D6","SH2D6","TAD_79"
"SH3BGRL2","SH3BGRL2","TAD_600"
"SH3BGRL3","SH3BGRL3","TAD_61"
"SH3BP5","SH3BP5","TAD_1997"
"SH3D21","SH3D21","TAD_339"
"SH3GL1","SH3GL1","TAD_157"
"SH3GLB1","SH3GLB1","TAD_2696"
"SH3GLB2","SH3GLB2","TAD_3338"
"SH3KBP1","SH3KBP1","TAD_1942"
"SH3PXD2B","SH3PXD2B","TAD_2490"
"SH3TC1","SH3TC1","TAD_1039"
"SHANK3","SHANK3","TAD_2138"
"SHARPIN","SHARPIN","TAD_2001"
"SHB","SHB","TAD_2149"
"SHC2","SHC2","TAD_2998"
"SHE","SHE","TAD_1944"
"SHF","SHF","TAD_650"
"SHFM1","SHFM1","TAD_3342"
"SHISA4","SHISA4","TAD_3274"
"SHISA5","SHISA5","TAD_22"
"SHKBP1","SHKBP1","TAD_2860"
"SHOC2","SHOC2","TAD_1408"
"SHROOM1","SHROOM1","TAD_2784"
"SHROOM2","SHROOM2","TAD_966"
"SHROOM3","SHROOM3","TAD_234"
"SHROOM4","SHROOM4","TAD_2696"
"SIAH2","SIAH2","TAD_209"
"SIDT1","SIDT1","TAD_597"
"SIGIRR","SIGIRR","TAD_3269"
"SIK1","SIK1","TAD_275"
"SIKE1","SIKE1","TAD_1059"
"SIPA1L2","SIPA1L2","TAD_3048"
"SIRPA","SIRPA","TAD_1217"
"SIRT1","SIRT1","TAD_1534"
"SIRT2","SIRT2","TAD_2194"
"SIRT5","SIRT5","TAD_228"
"SIRT6","SIRT6","TAD_3120"
"SIRT7","SIRT7","TAD_1109"
"SIVA1;AF401214","SIVA1;AF401214","TAD_1859"
"SIX1","SIX1","TAD_2174"
"SIX4","SIX4","TAD_2441"
"SKAP1","SKAP1","TAD_1158"
"SKI","SKI","TAD_96"
"SKIL","SKIL","TAD_3485"
"SKP1","SKP1","TAD_794"
"SKP1P2","SKP1P2","TAD_3022"
"SKP2","SKP2","TAD_3650"
"SLA","SLA","TAD_3329"
"SLA2","SLA2","TAD_3111"
"SLAIN2","SLAIN2","TAD_142"
"SLAMF7","SLAMF7","TAD_2204"
"SLC10A3","SLC10A3","TAD_1680"
"SLC10A4","SLC10A4","TAD_633"
"SLC10A7","SLC10A7","TAD_1649"
"SLC11A1","SLC11A1","TAD_1203"
"SLC11A2","SLC11A2","TAD_1974"
"SLC12A4","SLC12A4","TAD_1693"
"SLC12A6","SLC12A6","TAD_2132"
"SLC12A7","SLC12A7","TAD_1358"
"SLC12A8","SLC12A8","TAD_2874"
"SLC12A9","SLC12A9","TAD_2738"
"SLC13A2","SLC13A2","TAD_1595"
"SLC15A4","SLC15A4","TAD_3008"
"SLC16A1","SLC16A1","TAD_1445"
"SLC16A14","SLC16A14","TAD_1986"
"SLC16A2","SLC16A2","TAD_1681"
"SLC16A4","SLC16A4","TAD_2324"
"SLC16A5","SLC16A5","TAD_2363"
"SLC17A5","SLC17A5","TAD_1442"
"SLC19A2","SLC19A2","TAD_3625"
"SLC19A3","SLC19A3","TAD_3074"
"SLC1A1","SLC1A1","TAD_169"
"SLC1A5","SLC1A5","TAD_169"
"SLC1A7","SLC1A7","TAD_1700"
"SLC22A1","SLC22A1","TAD_832"
"SLC22A17","SLC22A17","TAD_676"
"SLC22A20","SLC22A20","TAD_2738"
"SLC22A4","SLC22A4","TAD_567"
"SLC22A5","SLC22A5","TAD_2424"
"SLC23A2","SLC23A2","TAD_1701"
"SLC24A1","SLC24A1","TAD_1082"
"SLC24A6","SLC24A6","TAD_1582"
"SLC25A1","SLC25A1","TAD_2440"
"SLC25A11","SLC25A11","TAD_2268"
"SLC25A12","SLC25A12","TAD_776"
"SLC25A13","SLC25A13","TAD_2351"
"SLC25A16","SLC25A16","TAD_2726"
"SLC25A20","SLC25A20","TAD_3223"
"SLC25A21","SLC25A21","TAD_2422"
"SLC25A23","SLC25A23","TAD_3332"
"SLC25A28","SLC25A28","TAD_974"
"SLC25A3","SLC25A3","TAD_974"
"SLC25A32","SLC25A32","TAD_1439"
"SLC25A34","SLC25A34","TAD_2094"
"SLC25A37;AF116693","SLC25A37;AF116693","TAD_1645"
"SLC25A39","SLC25A39","TAD_1791"
"SLC25A4","SLC25A4","TAD_1209"
"SLC25A40","SLC25A40","TAD_2739"
"SLC25A41","SLC25A41","TAD_1701"
"SLC25A42","SLC25A42","TAD_2926"
"SLC25A44","SLC25A44","TAD_3329"
"SLC25A45","SLC25A45","TAD_2212"
"SLC26A1","SLC26A1","TAD_2473"
"SLC26A10","SLC26A10","TAD_2383"
"SLC26A11","SLC26A11","TAD_2166"
"SLC26A2","SLC26A2","TAD_849"
"SLC26A4","SLC26A4","TAD_2855"
"SLC26A6","SLC26A6","TAD_1400"
"SLC27A1","SLC27A1","TAD_1585"
"SLC27A3","SLC27A3","TAD_1291"
"SLC27A4","SLC27A4","TAD_821"
"SLC27A5","SLC27A5","TAD_598"
"SLC27A6","SLC27A6","TAD_2855"
"SLC29A1","SLC29A1","TAD_2820"
"SLC2A1","SLC2A1","TAD_1418"
"SLC2A11","SLC2A11","TAD_2625"
"SLC2A12","SLC2A12","TAD_2371"
"SLC2A13","SLC2A13","TAD_3400"
"SLC2A3","SLC2A3","TAD_3"
"SLC2A4RG","SLC2A4RG","TAD_3485"
"SLC2A6","SLC2A6","TAD_215"
"SLC30A10","SLC30A10","TAD_1987"
"SLC30A3","SLC30A3","TAD_850"
"SLC30A4","SLC30A4","TAD_1822"
"SLC30A6","SLC30A6","TAD_1265"
"SLC33A1","SLC33A1","TAD_2784"
"SLC35A1;AK299432","SLC35A1;AK299432","TAD_3343"
"SLC35A4","SLC35A4","TAD_1442"
"SLC35B1","SLC35B1","TAD_1424"
"SLC35B2;MIR4647","SLC35B2;MIR4647","TAD_2272"
"SLC35B4","SLC35B4","TAD_3679"
"SLC35C2;DQ587006","SLC35C2;DQ587006","TAD_1325"
"SLC35D1","SLC35D1","TAD_2425"
"SLC35E3","SLC35E3","TAD_2257"
"SLC35E4","SLC35E4","TAD_3430"
"SLC35F2","SLC35F2","TAD_2094"
"SLC35G1","SLC35G1","TAD_1731"
"SLC36A1","SLC36A1","TAD_1662"
"SLC36A4","SLC36A4","TAD_1380"
"SLC37A2","SLC37A2","TAD_3484"
"SLC37A3","SLC37A3","TAD_216"
"SLC38A3","SLC38A3","TAD_1876"
"SLC38A6","SLC38A6","TAD_3269"
"SLC38A9","SLC38A9","TAD_1291"
"SLC39A1","SLC39A1","TAD_1483"
"SLC39A10","SLC39A10","TAD_3040"
"SLC39A13","SLC39A13","TAD_2142"
"SLC39A14","SLC39A14","TAD_1942"
"SLC39A3","SLC39A3","TAD_2737"
"SLC39A4","SLC39A4","TAD_1984"
"SLC39A5","SLC39A5","TAD_217"
"SLC39A6","SLC39A6","TAD_882"
"SLC39A7","SLC39A7","TAD_2085"
"SLC39A9;BC062762","SLC39A9;BC062762","TAD_622"
"SLC41A2","SLC41A2","TAD_2990"
"SLC43A1","SLC43A1","TAD_2971"
"SLC43A2","SLC43A2","TAD_2888"
"SLC43A3;PRG2","SLC43A3;PRG2","TAD_600"
"SLC44A1","SLC44A1","TAD_1290"
"SLC44A2","SLC44A2","TAD_3547"
"SLC44A4","SLC44A4","TAD_1596"
"SLC45A4","SLC45A4","TAD_1624"
"SLC46A1","SLC46A1","TAD_2954"
"SLC46A3","SLC46A3","TAD_245"
"SLC47A1","SLC47A1","TAD_3096"
"SLC48A1","SLC48A1","TAD_1618"
"SLC4A1","SLC4A1","TAD_1423"
"SLC4A11","SLC4A11","TAD_2636"
"SLC4A2","SLC4A2","TAD_1291"
"SLC4A3","SLC4A3","TAD_3532"
"SLC4A7","SLC4A7","TAD_906"
"SLC4A9","SLC4A9","TAD_1010"
"SLC50A1","SLC50A1","TAD_1727"
"SLC5A6","SLC5A6","TAD_2354"
"SLC6A15","SLC6A15","TAD_213"
"SLC6A16","SLC6A16","TAD_286"
"SLC6A20","SLC6A20","TAD_1048"
"SLC6A4","SLC6A4","TAD_2034"
"SLC6A6","SLC6A6","TAD_223"
"SLC6A9","SLC6A9","TAD_1579"
"SLC7A14","SLC7A14","TAD_2440"
"SLC7A2","SLC7A2","TAD_3012"
"SLC7A6","SLC7A6","TAD_2516"
"SLC7A6OS","SLC7A6OS","TAD_1913"
"SLC7A7","SLC7A7","TAD_61"
"SLC7A8","SLC7A8","TAD_3339"
"SLC7A9","SLC7A9","TAD_1192"
"SLC9A1","SLC9A1","TAD_1601"
"SLC9A2","SLC9A2","TAD_2502"
"SLC9A3R1","SLC9A3R1","TAD_2437"
"SLC9A3R2","SLC9A3R2","TAD_2726"
"SLC9A7","SLC9A7","TAD_169"
"SLC9B2","SLC9B2","TAD_1140"
"SLCO2B1","SLCO2B1","TAD_1985"
"SLCO3A1","SLCO3A1","TAD_3328"
"SLCO5A1","SLCO5A1","TAD_771"
"SLFN11","SLFN11","TAD_444"
"SLFN12","SLFN12","TAD_73"
"SLFN13","SLFN13","TAD_1261"
"SLFN5","SLFN5","TAD_2441"
"SLIRP","SLIRP","TAD_860"
"SLIT1","SLIT1","TAD_803"
"SLIT3","SLIT3","TAD_173"
"SLK","SLK","TAD_1494"
"SLMO2","SLMO2","TAD_3629"
"SLTM","SLTM","TAD_1987"
"SLX4","SLX4","TAD_2212"
"SMAD5","SMAD5","TAD_2228"
"SMAD5-AS1","SMAD5-AS1","TAD_1477"
"SMAGP","SMAGP","TAD_2149"
"SMAP1","SMAP1","TAD_3067"
"SMAP2","SMAP2","TAD_2057"
"SMARCA5","SMARCA5","TAD_1609"
"SMARCAL1","SMARCAL1","TAD_2551"
"SMARCB1","SMARCB1","TAD_1689"
"SMARCC2","SMARCC2","TAD_882"
"SMARCD1","SMARCD1","TAD_992"
"SMARCD3","SMARCD3","TAD_2059"
"SMARCE1","SMARCE1","TAD_3621"
"SMC1A","SMC1A","TAD_2551"
"SMC1B","SMC1B","TAD_769"
"SMC6","SMC6","TAD_1783"
"SMCR5","SMCR5","TAD_141"
"SMCR7","SMCR7","TAD_2825"
"SMG5","SMG5","TAD_1484"
"SMG7","SMG7","TAD_670"
"SMG9","SMG9","TAD_2206"
"SMN1","SMN1","TAD_2371"
"SMN2","SMN2","TAD_1196"
"SMO","SMO","TAD_273"
"SMOC1","SMOC1","TAD_2432"
"SMOX","SMOX","TAD_2332"
"SMPD1","SMPD1","TAD_2910"
"SMPD2","SMPD2","TAD_1757"
"SMPD3","SMPD3","TAD_2367"
"SMPDL3A","SMPDL3A","TAD_1727"
"SMYD4","SMYD4","TAD_2316"
"SNAI3","SNAI3","TAD_630"
"SNAP23","SNAP23","TAD_633"
"SNAP25","SNAP25","TAD_889"
"SNAP29","SNAP29","TAD_2569"
"SNAPC1","SNAPC1","TAD_757"
"SNAPC3","SNAPC3","TAD_2217"
"SNAPIN","SNAPIN","TAD_2294"
"SNAR-E","SNAR-E","TAD_597"
"SND1","SND1","TAD_1692"
"SNED1","SNED1","TAD_1204"
"SNF8","SNF8","TAD_940"
"SNHG12","SNHG12","TAD_3012"
"SNHG13","SNHG13","TAD_3484"
"SNHG15","SNHG15","TAD_2273"
"SNHG6","SNHG6","TAD_2498"
"SNHG7;SNORA43","SNHG7;SNORA43","TAD_906"
"SNIP1","SNIP1","TAD_1386"
"SNN","SNN","TAD_3364"
"SNORA11","SNORA11","TAD_1140"
"SNORA16A","SNORA16A","TAD_1388"
"SNORA21","SNORA21","TAD_52"
"SNORA25","SNORA25","TAD_22"
"SNORA26","SNORA26","TAD_85"
"SNORA27","SNORA27","TAD_3338"
"SNORA36A","SNORA36A","TAD_223"
"SNORA37","SNORA37","TAD_1428"
"SNORA40","SNORA40","TAD_1325"
"SNORA41","SNORA41","TAD_3329"
"SNORA42","SNORA42","TAD_513"
"SNORA44","SNORA44","TAD_985"
"SNORA45","SNORA45","TAD_1196"
"SNORA55","SNORA55","TAD_2837"
"SNORA57","SNORA57","TAD_2836"
"SNORA5A","SNORA5A","TAD_910"
"SNORA5C","SNORA5C","TAD_3467"
"SNORA61","SNORA61","TAD_709"
"SNORA63","SNORA63","TAD_2808"
"SNORA7","SNORA7","TAD_1444"
"SNORA74B","SNORA74B","TAD_749"
"SNORA76","SNORA76","TAD_101"
"SNORA80","SNORA80","TAD_3523"
"SNORA84","SNORA84","TAD_990"
"SNORD104","SNORD104","TAD_2159"
"SNORD110","SNORD110","TAD_2202"
"SNORD114-10","SNORD114-10","TAD_178"
"SNORD114-3","SNORD114-3","TAD_1906"
"SNORD116-12","SNORD116-12","TAD_1237"
"SNORD116-19;IPW;SNORD116-22","SNORD116-19;IPW;SNORD116-22","TAD_3364"
"SNORD116-20","SNORD116-20","TAD_2224"
"SNORD116-5","SNORD116-5","TAD_2228"
"SNORD121A","SNORD121A","TAD_2383"
"SNORD121B","SNORD121B","TAD_2703"
"SNORD15B","SNORD15B","TAD_540"
"SNORD1B","SNORD1B","TAD_1146"
"SNORD24","SNORD24","TAD_3099"
"SNORD36A","SNORD36A","TAD_3364"
"SNORD36C","SNORD36C","TAD_3013"
"SNORD47","SNORD47","TAD_1662"
"SNORD56","SNORD56","TAD_180"
"SNORD67","SNORD67","TAD_2212"
"SNORD72","SNORD72","TAD_2926"
"SNORD79","SNORD79","TAD_2440"
"SNORD98","SNORD98","TAD_2272"
"SNORD99","SNORD99","TAD_1345"
"SNPH","SNPH","TAD_821"
"SNRK","SNRK","TAD_1860"
"SNRNP200","SNRNP200","TAD_1985"
"SNRNP35","SNRNP35","TAD_2164"
"SNRNP40","SNRNP40","TAD_245"
"SNRNP48","SNRNP48","TAD_3470"
"SNRPA","SNRPA","TAD_1137"
"SNRPB2","SNRPB2","TAD_2728"
"SNRPC","SNRPC","TAD_851"
"SNRPD1","SNRPD1","TAD_3269"
"SNRPF","SNRPF","TAD_2726"
"SNRPN","SNRPN","TAD_2153"
"SNTB1","SNTB1","TAD_3103"
"SNUPN","SNUPN","TAD_3547"
"SNURF-SNRPN;SNORD116-4;SNORD115-7;SNORD115-13;PAR4","SNURF-SNRPN;SNORD116-4;SNORD115-7;SNORD115-13;PAR4","TAD_1603"
"SNURF;PAR-SN","SNURF;PAR-SN","TAD_2827"
"SNW1","SNW1","TAD_1036"
"SNX11","SNX11","TAD_949"
"SNX12","SNX12","TAD_733"
"SNX13","SNX13","TAD_590"
"SNX15","SNX15","TAD_2658"
"SNX2","SNX2","TAD_2536"
"SNX21","SNX21","TAD_1690"
"SNX24","SNX24","TAD_1978"
"SNX25","SNX25","TAD_1734"
"SNX27","SNX27","TAD_1688"
"SNX3","SNX3","TAD_590"
"SNX30","SNX30","TAD_2439"
"SNX33","SNX33","TAD_802"
"SNX4","SNX4","TAD_176"
"SNX7","SNX7","TAD_3533"
"SNX9","SNX9","TAD_1917"
"SOAT1","SOAT1","TAD_1578"
"SOAT2","SOAT2","TAD_2181"
"SOBP","SOBP","TAD_2502"
"SOCS2","SOCS2","TAD_2013"
"SOCS3","SOCS3","TAD_793"
"SOCS5","SOCS5","TAD_821"
"SORBS1;KIAA0894","SORBS1;KIAA0894","TAD_606"
"SORBS2","SORBS2","TAD_2094"
"SORBS3","SORBS3","TAD_2831"
"SORL1","SORL1","TAD_64"
"SORT1","SORT1","TAD_2042"
"SOS1","SOS1","TAD_1344"
"SOWAHD","SOWAHD","TAD_1985"
"SOX18","SOX18","TAD_2827"
"SOX2-OT","SOX2-OT","TAD_727"
"SOX8","SOX8","TAD_1123"
"SOX9","SOX9","TAD_1106"
"SP1","SP1","TAD_3285"
"SP100","SP100","TAD_2149"
"SP110","SP110","TAD_3535"
"SP140","SP140","TAD_2266"
"SP140L","SP140L","TAD_2052"
"SP2","SP2","TAD_2166"
"SP3","SP3","TAD_1002"
"SP4","SP4","TAD_3525"
"SP5","SP5","TAD_3464"
"SP6","SP6","TAD_1856"
"SPA17","SPA17","TAD_2388"
"SPAG4","SPAG4","TAD_1944"
"SPAG7","SPAG7","TAD_1444"
"SPAG8","SPAG8","TAD_3478"
"SPAG9","SPAG9","TAD_1487"
"SPARC","SPARC","TAD_713"
"SPAST","SPAST","TAD_145"
"SPATA1","SPATA1","TAD_889"
"SPATA18","SPATA18","TAD_2178"
"SPATA20","SPATA20","TAD_603"
"SPATA5","SPATA5","TAD_1290"
"SPATA5L1","SPATA5L1","TAD_2888"
"SPATA6","SPATA6","TAD_2401"
"SPATA7","SPATA7","TAD_1321"
"SPATS2","SPATS2","TAD_125"
"SPATS2L","SPATS2L","TAD_3008"
"SPC25","SPC25","TAD_1936"
"SPCS2","SPCS2","TAD_603"
"SPDEF","SPDEF","TAD_3329"
"SPECC1","SPECC1","TAD_1993"
"SPEF1","SPEF1","TAD_2415"
"SPEG","SPEG","TAD_273"
"SPEN","SPEN","TAD_1296"
"SPG21","SPG21","TAD_2001"
"SPHK1","SPHK1","TAD_1445"
"SPICE1","SPICE1","TAD_2821"
"SPIN2B","SPIN2B","TAD_3195"
"SPIN3","SPIN3","TAD_1697"
"SPIN4","SPIN4","TAD_1605"
"SPINT1","SPINT1","TAD_485"
"SPINT2","SPINT2","TAD_176"
"SPNS2","SPNS2","TAD_54"
"SPOCK2","SPOCK2","TAD_2950"
"SPON2","SPON2","TAD_3453"
"SPOP","SPOP","TAD_3266"
"SPP1","SPP1","TAD_441"
"SPPL2A","SPPL2A","TAD_1049"
"SPPL2B","SPPL2B","TAD_3483"
"SPPL3","SPPL3","TAD_473"
"SPR","SPR","TAD_883"
"SPRY4","SPRY4","TAD_593"
"SPRYD4","SPRYD4","TAD_318"
"SPRYD7","SPRYD7","TAD_2821"
"SPTAN1","SPTAN1","TAD_457"
"SPTB","SPTB","TAD_2979"
"SPTBN1","SPTBN1","TAD_2825"
"SPTBN2","SPTBN2","TAD_3108"
"SPTBN4","SPTBN4","TAD_8"
"SPTBN5","SPTBN5","TAD_670"
"SPTLC2","SPTLC2","TAD_1593"
"SPTLC3","SPTLC3","TAD_2363"
"SPTY2D1","SPTY2D1","TAD_1036"
"SQSTM1","SQSTM1","TAD_2454"
"SRA1","SRA1","TAD_2737"
"SRD5A1","SRD5A1","TAD_2060"
"SREBF1","SREBF1","TAD_93"
"SREBP-1","SREBP-1","TAD_2900"
"SREK1IP1","SREK1IP1","TAD_1904"
"SRGAP2P2","SRGAP2P2","TAD_1615"
"SRGN;BC022313","SRGN;BC022313","TAD_2180"
"SRP19","SRP19","TAD_2819"
"SRP54","SRP54","TAD_1484"
"SRP68","SRP68","TAD_733"
"SRP9","SRP9","TAD_1117"
"SRPK3","SRPK3","TAD_525"
"SRPRB","SRPRB","TAD_1533"
"SRPX","SRPX","TAD_1181"
"SRRD","SRRD","TAD_889"
"SRRM3","SRRM3","TAD_512"
"SRSF1","SRSF1","TAD_551"
"SRSF11","SRSF11","TAD_3161"
"SRSF12","SRSF12","TAD_1578"
"SRSF4","SRSF4","TAD_1036"
"SRSF7","SRSF7","TAD_1505"
"SRSF8","SRSF8","TAD_2290"
"SRSF9","SRSF9","TAD_3342"
"SS18","SS18","TAD_358"
"SS18L2","SS18L2","TAD_2528"
"SSB","SSB","TAD_2064"
"SSBP1","SSBP1","TAD_98"
"SSBP3","SSBP3","TAD_593"
"SSC5D","SSC5D","TAD_1984"
"SSH1","SSH1","TAD_85"
"SSNA1","SSNA1","TAD_1064"
"SSPN","SSPN","TAD_59"
"SSR2","SSR2","TAD_2820"
"SSR3","SSR3","TAD_1657"
"SSR4","SSR4","TAD_1968"
"SSX2IP","SSX2IP","TAD_210"
"ST13P4","ST13P4","TAD_2591"
"ST20","ST20","TAD_3651"
"ST3GAL2","ST3GAL2","TAD_124"
"ST3GAL3","ST3GAL3","TAD_2856"
"ST3GAL5","ST3GAL5","TAD_681"
"ST3GAL6","ST3GAL6","TAD_532"
"ST5","ST5","TAD_1673"
"ST6GALNAC1","ST6GALNAC1","TAD_264"
"ST6GALNAC2","ST6GALNAC2","TAD_1987"
"ST6GALNAC4","ST6GALNAC4","TAD_1962"
"ST6GALNAC6","ST6GALNAC6","TAD_3087"
"ST7-AS1","ST7-AS1","TAD_2566"
"ST7-OT3;ST7","ST7-OT3;ST7","TAD_1358"
"ST7-OT4","ST7-OT4","TAD_1483"
"ST7L","ST7L","TAD_2825"
"ST8SIA4","ST8SIA4","TAD_2094"
"STAB1","STAB1","TAD_2428"
"STAG3L1","STAG3L1","TAD_169"
"STAM","STAM","TAD_3474"
"STAMBP","STAMBP","TAD_2739"
"STAMBPL1;FAS","STAMBPL1;FAS","TAD_3527"
"STAP2","STAP2","TAD_3016"
"STAR","STAR","TAD_2643"
"STARD13","STARD13","TAD_150"
"STARD3","STARD3","TAD_3179"
"STARD3NL","STARD3NL","TAD_1006"
"STARD4","STARD4","TAD_703"
"STARD5","STARD5","TAD_3310"
"STARD9","STARD9","TAD_657"
"STAT1","STAT1","TAD_295"
"STAT2","STAT2","TAD_1618"
"STAT4","STAT4","TAD_2836"
"STAT5A","STAT5A","TAD_1706"
"STAT5B","STAT5B","TAD_14"
"STAT6","STAT6","TAD_2424"
"STC1","STC1","TAD_2754"
"STC2","STC2","TAD_2749"
"STK10","STK10","TAD_2842"
"STK11","STK11","TAD_964"
"STK11IP","STK11IP","TAD_7"
"STK16","STK16","TAD_1206"
"STK17A","STK17A","TAD_1251"
"STK17B","STK17B","TAD_1996"
"STK25","STK25","TAD_353"
"STK32B","STK32B","TAD_834"
"STK32C","STK32C","TAD_3442"
"STK35","STK35","TAD_718"
"STK36","STK36","TAD_1665"
"STK38L","STK38L","TAD_1002"
"STK40","STK40","TAD_1610"
"STMN1","STMN1","TAD_271"
"STMN3","STMN3","TAD_157"
"STOX1","STOX1","TAD_337"
"STOX2","STOX2","TAD_122"
"STRA13","STRA13","TAD_2473"
"STRA6","STRA6","TAD_429"
"STRADA","STRADA","TAD_1962"
"STRADB","STRADB","TAD_540"
"STRBP","STRBP","TAD_725"
"STRN","STRN","TAD_3318"
"STRN4","STRN4","TAD_766"
"STT3A","STT3A","TAD_2035"
"STX12","STX12","TAD_766"
"STX16","STX16","TAD_972"
"STX17","STX17","TAD_112"
"STX18","STX18","TAD_630"
"STX19","STX19","TAD_910"
"STX1A","STX1A","TAD_3270"
"STX1B","STX1B","TAD_3179"
"STX3","STX3","TAD_449"
"STX4","STX4","TAD_2387"
"STX5","STX5","TAD_1962"
