"","gene","TAD"
"SLC12A1","SLC12A1","TAD_944"
"SLC12A2","SLC12A2","TAD_211"
"SLC12A4","SLC12A4","TAD_759"
"SLC12A7","SLC12A7","TAD_481"
"SLC12A8","SLC12A8","TAD_1060"
"SLC12A9","SLC12A9","TAD_210"
"SLC13A1","SLC13A1","TAD_1793"
"SLC13A3","SLC13A3","TAD_615"
"SLC14A2","SLC14A2","TAD_1516"
"SLC15A3","SLC15A3","TAD_1072"
"SLC15A4","SLC15A4","TAD_1189"
"SLC16A1","SLC16A1","TAD_52"
"SLC16A10","SLC16A10","TAD_44"
"SLC16A12","SLC16A12","TAD_243"
"SLC16A14","SLC16A14","TAD_1509"
"SLC16A4","SLC16A4","TAD_678"
"SLC16A5","SLC16A5","TAD_718"
"SLC16A6","SLC16A6","TAD_59"
"SLC16A7","SLC16A7","TAD_803"
"SLC16A9","SLC16A9","TAD_1291"
"SLC17A4","SLC17A4","TAD_1794"
"SLC17A7","SLC17A7","TAD_1209"
"SLC17A8","SLC17A8","TAD_2971"
"SLC17A9","SLC17A9","TAD_2697"
"SLC18A2","SLC18A2","TAD_2829"
"SLC18A3","SLC18A3","TAD_1909"
"SLC1A3","SLC1A3","TAD_1757"
"SLC1A4","SLC1A4","TAD_3244"
"SLC1A5","SLC1A5","TAD_1206"
"SLC20A1","SLC20A1","TAD_2268"
"SLC22A11","SLC22A11","TAD_2493"
"SLC22A13","SLC22A13","TAD_2900"
"SLC22A14","SLC22A14","TAD_3485"
"SLC22A20","SLC22A20","TAD_2917"
"SLC22A24","SLC22A24","TAD_1"
"SLC22A4","SLC22A4","TAD_2611"
"SLC22A9","SLC22A9","TAD_3435"
"SLC23A2","SLC23A2","TAD_1123"
"SLC23A3;NHEJ1","SLC23A3;NHEJ1","TAD_2681"
"SLC24A3","SLC24A3","TAD_1595"
"SLC24A5","SLC24A5","TAD_2434"
"SLC24A6","SLC24A6","TAD_3364"
"SLC25A1","SLC25A1","TAD_1962"
"SLC25A11","SLC25A11","TAD_630"
"SLC25A13","SLC25A13","TAD_1766"
"SLC25A16","SLC25A16","TAD_834"
"SLC25A20","SLC25A20","TAD_779"
"SLC25A23","SLC25A23","TAD_2892"
"SLC25A25","SLC25A25","TAD_1665"
"SLC25A26","SLC25A26","TAD_1413"
"SLC25A28","SLC25A28","TAD_216"
"SLC25A32","SLC25A32","TAD_2257"
"SLC25A34","SLC25A34","TAD_711"
"SLC25A39","SLC25A39","TAD_1953"
"SLC25A4","SLC25A4","TAD_934"
"SLC25A41","SLC25A41","TAD_1954"
"SLC25A42","SLC25A42","TAD_834"
"SLC25A43","SLC25A43","TAD_1184"
"SLC25A44","SLC25A44","TAD_2681"
"SLC25A45","SLC25A45","TAD_3049"
"SLC25A46","SLC25A46","TAD_3485"
"SLC26A1","SLC26A1","TAD_72"
"SLC26A10","SLC26A10","TAD_1697"
"SLC26A4","SLC26A4","TAD_245"
"SLC26A5","SLC26A5","TAD_771"
"SLC26A6","SLC26A6","TAD_3489"
"SLC26A8","SLC26A8","TAD_1038"
"SLC27A1","SLC27A1","TAD_591"
"SLC27A2","SLC27A2","TAD_353"
"SLC27A4","SLC27A4","TAD_1304"
"SLC27A5","SLC27A5","TAD_1969"
"SLC29A1","SLC29A1","TAD_1102"
"SLC2A1","SLC2A1","TAD_1581"
"SLC2A11","SLC2A11","TAD_209"
"SLC2A12","SLC2A12","TAD_1013"
"SLC2A13","SLC2A13","TAD_1998"
"SLC2A3","SLC2A3","TAD_1015"
"SLC2A4RG","SLC2A4RG","TAD_837"
"SLC2A6","SLC2A6","TAD_3452"
"SLC2A7","SLC2A7","TAD_2372"
"SLC2A8","SLC2A8","TAD_774"
"SLC2A9","SLC2A9","TAD_2456"
"SLC30A10","SLC30A10","TAD_1618"
"SLC30A3","SLC30A3","TAD_1091"
"SLC30A4","SLC30A4","TAD_1697"
"SLC30A6","SLC30A6","TAD_3178"
"SLC32A1","SLC32A1","TAD_1497"
"SLC33A1","SLC33A1","TAD_1786"
"SLC34A2","SLC34A2","TAD_1673"
"SLC34A3","SLC34A3","TAD_65"
"SLC35A3","SLC35A3","TAD_3473"
"SLC35A4","SLC35A4","TAD_2611"
"SLC35B1","SLC35B1","TAD_1889"
"SLC35D2","SLC35D2","TAD_1057"
"SLC35E1","SLC35E1","TAD_3329"
"SLC35F1","SLC35F1","TAD_584"
"SLC35F3","SLC35F3","TAD_2261"
"SLC35G1","SLC35G1","TAD_3629"
"SLC36A1","SLC36A1","TAD_3364"
"SLC36A4","SLC36A4","TAD_1188"
"SLC37A1","SLC37A1","TAD_1166"
"SLC37A3","SLC37A3","TAD_1648"
"SLC38A1","SLC38A1","TAD_2474"
"SLC38A3","SLC38A3","TAD_974"
"SLC38A4","SLC38A4","TAD_567"
"SLC38A6","SLC38A6","TAD_2570"
"SLC38A7","SLC38A7","TAD_3026"
"SLC38A8","SLC38A8","TAD_226"
"SLC39A1","SLC39A1","TAD_1429"
"SLC39A11","SLC39A11","TAD_2314"
"SLC39A13","SLC39A13","TAD_1105"
"SLC39A2","SLC39A2","TAD_3120"
"SLC39A4","SLC39A4","TAD_1358"
"SLC39A6","SLC39A6","TAD_316"
"SLC39A7","SLC39A7","TAD_1189"
"SLC39A9;BC062762","SLC39A9;BC062762","TAD_85"
"SLC3A1","SLC3A1","TAD_3467"
"SLC40A1","SLC40A1","TAD_3163"
"SLC41A1","SLC41A1","TAD_3267"
"SLC41A2","SLC41A2","TAD_2287"
"SLC43A2","SLC43A2","TAD_2181"
"SLC43A3;PRG2","SLC43A3;PRG2","TAD_1978"
"SLC44A1","SLC44A1","TAD_370"
"SLC44A2","SLC44A2","TAD_1787"
"SLC44A4","SLC44A4","TAD_1697"
"SLC44A5","SLC44A5","TAD_593"
"SLC45A4","SLC45A4","TAD_2119"
"SLC46A2","SLC46A2","TAD_1648"
"SLC46A3","SLC46A3","TAD_3119"
"SLC47A2","SLC47A2","TAD_3535"
"SLC48A1","SLC48A1","TAD_3680"
"SLC4A1","SLC4A1","TAD_1107"
"SLC4A11","SLC4A11","TAD_316"
"SLC4A2","SLC4A2","TAD_565"
"SLC4A4","SLC4A4","TAD_3141"
"SLC4A7","SLC4A7","TAD_2367"
"SLC4A9","SLC4A9","TAD_1371"
"SLC50A1","SLC50A1","TAD_1968"
"SLC5A10","SLC5A10","TAD_1649"
"SLC5A11","SLC5A11","TAD_258"
"SLC5A12","SLC5A12","TAD_1500"
"SLC5A3","SLC5A3","TAD_3040"
"SLC5A4","SLC5A4","TAD_88"
"SLC5A6","SLC5A6","TAD_1941"
"SLC6A10P","SLC6A10P","TAD_2268"
"SLC6A12","SLC6A12","TAD_425"
"SLC6A13","SLC6A13","TAD_3485"
"SLC6A16","SLC6A16","TAD_87"
"SLC6A18","SLC6A18","TAD_516"
"SLC6A19","SLC6A19","TAD_1692"
"SLC6A2","SLC6A2","TAD_2181"
"SLC6A20","SLC6A20","TAD_8"
"SLC6A3","SLC6A3","TAD_966"
"SLC6A4","SLC6A4","TAD_300"
"SLC6A6","SLC6A6","TAD_1014"
"SLC6A9","SLC6A9","TAD_2637"
"SLC7A11","SLC7A11","TAD_1877"
"SLC7A14","SLC7A14","TAD_617"
"SLC7A2","SLC7A2","TAD_2504"
"SLC7A3","SLC7A3","TAD_85"
"SLC7A5","SLC7A5","TAD_3286"
"SLC7A8","SLC7A8","TAD_2174"
"SLC7A9","SLC7A9","TAD_1064"
"SLC8A1","SLC8A1","TAD_3308"
"SLC9A1","SLC9A1","TAD_2825"
"SLC9A11","SLC9A11","TAD_862"
"SLC9A2","SLC9A2","TAD_586"
"SLC9A3R1","SLC9A3R1","TAD_1722"
"SLC9A3R2","SLC9A3R2","TAD_667"
"SLC9A7","SLC9A7","TAD_1595"
"SLC9A8","SLC9A8","TAD_1371"
"SLC9B2","SLC9B2","TAD_3644"
"SLCO1B1","SLCO1B1","TAD_3318"
"SLCO2B1","SLCO2B1","TAD_3325"
"SLCO3A1","SLCO3A1","TAD_228"
"SLED1","SLED1","TAD_2738"
"SLFN11","SLFN11","TAD_664"
"SLFN12","SLFN12","TAD_1632"
"SLFN5","SLFN5","TAD_437"
"SLIRP","SLIRP","TAD_1963"
"SLIT1","SLIT1","TAD_1632"
"SLIT2","SLIT2","TAD_1482"
"SLMO2","SLMO2","TAD_3378"
"SLN","SLN","TAD_1995"
"SLTM","SLTM","TAD_1962"
"SLURP1","SLURP1","TAD_1136"
"SLX4","SLX4","TAD_1508"
"SMAD1","SMAD1","TAD_707"
"SMAD2","SMAD2","TAD_3484"
"SMAD3","SMAD3","TAD_3360"
"SMAD5","SMAD5","TAD_1014"
"SMAD6","SMAD6","TAD_169"
"SMAD7","SMAD7","TAD_2024"
"SMAD9","SMAD9","TAD_3179"
"SMAGP","SMAGP","TAD_2034"
"SMAP1","SMAP1","TAD_2268"
"SMAP2","SMAP2","TAD_3688"
"SMARCA4","SMARCA4","TAD_2759"
"SMARCA5","SMARCA5","TAD_692"
"SMARCAD1","SMARCAD1","TAD_1382"
"SMARCAL1","SMARCAL1","TAD_2039"
"SMARCB1","SMARCB1","TAD_2814"
"SMARCC1","SMARCC1","TAD_1673"
"SMARCC2","SMARCC2","TAD_1184"
"SMARCD1","SMARCD1","TAD_1722"
"SMARCD3","SMARCD3","TAD_1079"
"SMARCE1","SMARCE1","TAD_2838"
"SMC1A","SMC1A","TAD_1186"
"SMC1B","SMC1B","TAD_3261"
"SMC2","SMC2","TAD_513"
"SMC6","SMC6","TAD_3111"
"SMCR5","SMCR5","TAD_2531"
"SMCR7","SMCR7","TAD_2316"
"SMCR7L","SMCR7L","TAD_1381"
"SMG6","SMG6","TAD_523"
"SMG7","SMG7","TAD_1614"
"SMG9","SMG9","TAD_213"
"SMN1","SMN1","TAD_211"
"SMN2","SMN2","TAD_2190"
"SMO","SMO","TAD_2526"
"SMOC2","SMOC2","TAD_2820"
"SMOX","SMOX","TAD_679"
"SMPD2","SMPD2","TAD_3013"
"SMPD3","SMPD3","TAD_2838"
"SMPX","SMPX","TAD_316"
"SMS","SMS","TAD_3644"
"SMTNL1","SMTNL1","TAD_2739"
"SMURF2","SMURF2","TAD_2417"
"SMYD1","SMYD1","TAD_992"
"SMYD3","SMYD3","TAD_2265"
"SMYD4","SMYD4","TAD_1345"
"SNAI1","SNAI1","TAD_3149"
"SNAI3","SNAI3","TAD_3110"
"SNAP29","SNAP29","TAD_3430"
"SNAPC1","SNAPC1","TAD_3485"
"SNAPIN","SNAPIN","TAD_1968"
"SNAR-E","SNAR-E","TAD_1442"
"SNAR-H","SNAR-H","TAD_322"
"SNCA","SNCA","TAD_3067"
"SNCAIP","SNCAIP","TAD_1614"
"SND1-IT1","SND1-IT1","TAD_3624"
"SNED1","SNED1","TAD_1693"
"SNF8","SNF8","TAD_650"
"SNHG13","SNHG13","TAD_835"
"SNHG15","SNHG15","TAD_565"
"SNHG6","SNHG6","TAD_119"
"SNIP1","SNIP1","TAD_1731"
"SNORA11","SNORA11","TAD_3537"
"SNORA11B","SNORA11B","TAD_38"
"SNORA14A","SNORA14A","TAD_2140"
"SNORA16","SNORA16","TAD_1487"
"SNORA16A","SNORA16A","TAD_3119"
"SNORA2","SNORA2","TAD_1626"
"SNORA21","SNORA21","TAD_1107"
"SNORA26","SNORA26","TAD_1049"
"SNORA27","SNORA27","TAD_972"
"SNORA3","SNORA3","TAD_2641"
"SNORA31","SNORA31","TAD_1189"
"SNORA36A","SNORA36A","TAD_711"
"SNORA37","SNORA37","TAD_476"
"SNORA38B","SNORA38B","TAD_2392"
"SNORA4","SNORA4","TAD_22"
"SNORA41","SNORA41","TAD_654"
"SNORA42","SNORA42","TAD_1091"
"SNORA45","SNORA45","TAD_1184"
"SNORA49","SNORA49","TAD_2393"
"SNORA51","SNORA51","TAD_1296"
"SNORA53","SNORA53","TAD_787"
"SNORA55","SNORA55","TAD_565"
"SNORA57","SNORA57","TAD_787"
"SNORA58","SNORA58","TAD_565"
"SNORA59B","SNORA59B","TAD_1911"
"SNORA5C","SNORA5C","TAD_2845"
"SNORA62","SNORA62","TAD_1994"
"SNORA63","SNORA63","TAD_832"
"SNORA7","SNORA7","TAD_485"
"SNORA70D","SNORA70D","TAD_1198"
"SNORA72","SNORA72","TAD_3574"
"SNORA74","SNORA74","TAD_1038"
"SNORA74B","SNORA74B","TAD_3532"
"SNORA80","SNORA80","TAD_1703"
"SNORA81","SNORA81","TAD_3688"
"SNORA84","SNORA84","TAD_1919"
"SNORA9","SNORA9","TAD_415"
"SNORD102","SNORD102","TAD_223"
"SNORD104","SNORD104","TAD_2216"
"SNORD110","SNORD110","TAD_524"
"SNORD111B","SNORD111B","TAD_3454"
"SNORD114-10","SNORD114-10","TAD_2751"
"SNORD114-3","SNORD114-3","TAD_2837"
"SNORD116","SNORD116","TAD_2418"
"SNORD121A","SNORD121A","TAD_2926"
"SNORD14","SNORD14","TAD_606"
"SNORD15B","SNORD15B","TAD_2584"
"SNORD1A","SNORD1A","TAD_2731"
"SNORD1B","SNORD1B","TAD_1610"
"SNORD2","SNORD2","TAD_759"
"SNORD24","SNORD24","TAD_1971"
"SNORD36A","SNORD36A","TAD_2734"
"SNORD36B","SNORD36B","TAD_3483"
"SNORD36C","SNORD36C","TAD_679"
"SNORD37","SNORD37","TAD_1692"
"SNORD44","SNORD44","TAD_652"
"SNORD47","SNORD47","TAD_1052"
"SNORD50","SNORD50","TAD_713"
"SNORD52","SNORD52","TAD_2123"
"SNORD56","SNORD56","TAD_3175"
"SNORD67","SNORD67","TAD_3275"
"SNORD72","SNORD72","TAD_354"
"SNORD75","SNORD75","TAD_2718"
"SNORD78","SNORD78","TAD_2825"
"SNORD79","SNORD79","TAD_1903"
"SNORD80","SNORD80","TAD_2886"
"SNORD87","SNORD87","TAD_3110"
"SNORD88A","SNORD88A","TAD_3669"
"SNORD88B","SNORD88B","TAD_2554"
"SNORD88C","SNORD88C","TAD_2593"
"SNORD9","SNORD9","TAD_169"
"SNORD93","SNORD93","TAD_296"
"SNORD99","SNORD99","TAD_1940"
"SNPH","SNPH","TAD_1505"
"SNRK","SNRK","TAD_415"
"SNRNP200","SNRNP200","TAD_966"
"SNRNP35","SNRNP35","TAD_1482"
"SNRNP40","SNRNP40","TAD_3655"
"SNRNP48","SNRNP48","TAD_1008"
"SNRPA","SNRPA","TAD_3249"
"SNRPB2","SNRPB2","TAD_2926"
"SNRPC","SNRPC","TAD_3289"
"SNRPD2P2","SNRPD2P2","TAD_3689"
"SNRPF","SNRPF","TAD_750"
"SNRPN","SNRPN","TAD_541"
"SNTB1","SNTB1","TAD_2697"
"SNTB2","SNTB2","TAD_422"
"SNUPN","SNUPN","TAD_1962"
"SNURF-SNRPN;SNORD116-4;SNORD115-7;SNORD115-13;PAR4","SNURF-SNRPN;SNORD116-4;SNORD115-7;SNORD115-13;PAR4","TAD_1260"
"SNURF;PAR-SN","SNURF;PAR-SN","TAD_2"
"SNX10","SNX10","TAD_234"
"SNX11","SNX11","TAD_3451"
"SNX12","SNX12","TAD_1749"
"SNX13","SNX13","TAD_2684"
"SNX14","SNX14","TAD_565"
"SNX16","SNX16","TAD_605"
"SNX2","SNX2","TAD_1281"
"SNX25","SNX25","TAD_2726"
"SNX27","SNX27","TAD_1648"
"SNX3","SNX3","TAD_3373"
"SNX30","SNX30","TAD_1964"
"SNX33","SNX33","TAD_1038"
"SNX4","SNX4","TAD_3654"
"SNX7","SNX7","TAD_707"
"SNX8","SNX8","TAD_541"
"SOAT1","SOAT1","TAD_2202"
"SOAT2","SOAT2","TAD_93"
"SOBP","SOBP","TAD_2856"
"SOCS1","SOCS1","TAD_1135"
"SOCS2","SOCS2","TAD_3478"
"SOCS3","SOCS3","TAD_171"
"SOCS5","SOCS5","TAD_1352"
"SOCS6","SOCS6","TAD_2276"
"SOCS7","SOCS7","TAD_1135"
"SOHLH1","SOHLH1","TAD_1651"
"SORBS1;KIAA0894","SORBS1;KIAA0894","TAD_1108"
"SORBS2","SORBS2","TAD_3343"
"SORBS3","SORBS3","TAD_3286"
"SORCS2","SORCS2","TAD_1837"
"SORL1","SORL1","TAD_2403"
"SORT1","SORT1","TAD_2838"
"SOSTDC1","SOSTDC1","TAD_2031"
"SOWAHC","SOWAHC","TAD_61"
"SOX11","SOX11","TAD_2062"
"SOX13","SOX13","TAD_415"
"SOX17","SOX17","TAD_1222"
"SOX18","SOX18","TAD_1936"
"SOX2-OT","SOX2-OT","TAD_3179"
"SOX30","SOX30","TAD_3259"
"SOX7","SOX7","TAD_2819"
"SOX8","SOX8","TAD_2331"
"SOX9","SOX9","TAD_2803"
"SP1","SP1","TAD_1826"
"SP100","SP100","TAD_2860"
"SP110","SP110","TAD_226"
"SP140","SP140","TAD_3147"
"SP140L","SP140L","TAD_1003"
"SP2","SP2","TAD_940"
"SP3","SP3","TAD_459"
"SP4","SP4","TAD_2944"
"SP5","SP5","TAD_3453"
"SP8","SP8","TAD_1352"
"SPA17","SPA17","TAD_2900"
"SPAG16","SPAG16","TAD_1045"
"SPAG4","SPAG4","TAD_2900"
"SPAG6","SPAG6","TAD_3134"
"SPAG7","SPAG7","TAD_598"
"SPAG8","SPAG8","TAD_2989"
"SPANXE","SPANXE","TAD_1906"
"SPANXN3","SPANXN3","TAD_3378"
"SPARC","SPARC","TAD_1578"
"SPAST","SPAST","TAD_1656"
"SPATA1","SPATA1","TAD_3329"
"SPATA12","SPATA12","TAD_1729"
"SPATA13","SPATA13","TAD_459"
"SPATA17","SPATA17","TAD_718"
"SPATA20","SPATA20","TAD_228"
"SPATA21","SPATA21","TAD_1151"
"SPATA22","SPATA22","TAD_1184"
"SPATA25","SPATA25","TAD_1290"
"SPATA3","SPATA3","TAD_1870"
"SPATA4","SPATA4","TAD_481"
"SPATA5L1","SPATA5L1","TAD_605"
"SPATA6","SPATA6","TAD_964"
"SPATA7","SPATA7","TAD_1953"
"SPATA9","SPATA9","TAD_1870"
"SPATS2","SPATS2","TAD_1632"
"SPATS2L","SPATS2L","TAD_2114"
"SPC25","SPC25","TAD_3511"
"SPCS2","SPCS2","TAD_723"
"SPCS3","SPCS3","TAD_1251"
"SPDYC","SPDYC","TAD_2258"
"SPDYE4","SPDYE4","TAD_1732"
"SPECC1","SPECC1","TAD_234"
"SPEF1","SPEF1","TAD_3451"
"SPEF2","SPEF2","TAD_2443"
"SPEG","SPEG","TAD_1188"
"SPEM1","SPEM1","TAD_1424"
"SPERT","SPERT","TAD_1483"
"SPG20","SPG20","TAD_3082"
"SPG20OS","SPG20OS","TAD_2371"
"SPG21","SPG21","TAD_2836"
"SPHK1","SPHK1","TAD_709"
"SPHKAP","SPHKAP","TAD_802"
"SPI1","SPI1","TAD_1940"
"SPIB","SPIB","TAD_3331"
"SPICE1","SPICE1","TAD_2738"
"SPIN1","SPIN1","TAD_2825"
"SPIN2B","SPIN2B","TAD_624"
"SPIN3","SPIN3","TAD_1421"
"SPINK13","SPINK13","TAD_2303"
"SPINK5","SPINK5","TAD_849"
"SPINK8","SPINK8","TAD_2184"
"SPINT1","SPINT1","TAD_1508"
"SPINT2","SPINT2","TAD_625"
"SPIRE1","SPIRE1","TAD_2131"
"SPNS2","SPNS2","TAD_2682"
"SPNS3","SPNS3","TAD_1123"
"SPOCK1","SPOCK1","TAD_1"
"SPOCK2","SPOCK2","TAD_3040"
"SPOCK3","SPOCK3","TAD_2378"
"SPON1","SPON1","TAD_1186"
"SPON2","SPON2","TAD_75"
"SPOP","SPOP","TAD_1789"
"SPOPL","SPOPL","TAD_97"
"SPP1","SPP1","TAD_2493"
"SPPL2A","SPPL2A","TAD_3435"
"SPPL3","SPPL3","TAD_1646"
"SPR","SPR","TAD_1132"
"SPRED2","SPRED2","TAD_1680"
"SPRR2D","SPRR2D","TAD_3168"
"SPRY1","SPRY1","TAD_1352"
"SPRY2","SPRY2","TAD_2998"
"SPRY4","SPRY4","TAD_2052"
"SPRYD4","SPRYD4","TAD_2625"
"SPSB4","SPSB4","TAD_1263"
"SPTB","SPTB","TAD_3502"
"SPTBN1","SPTBN1","TAD_2131"
"SPTBN2","SPTBN2","TAD_2526"
"SPTBN4","SPTBN4","TAD_2061"
"SPTBN5","SPTBN5","TAD_1482"
"SPTLC2","SPTLC2","TAD_541"
"SPTLC3","SPTLC3","TAD_3416"
"SPTSSA","SPTSSA","TAD_1189"
"SPTSSB","SPTSSB","TAD_2942"
"SPZ1","SPZ1","TAD_1628"
"SQSTM1","SQSTM1","TAD_2738"
"SRA1","SRA1","TAD_1082"
"SRBD1","SRBD1","TAD_1596"
"SRC;AX747164","SRC;AX747164","TAD_1029"
"SRCIN1","SRCIN1","TAD_2260"
"SRD5A1","SRD5A1","TAD_1135"
"SRD5A2","SRD5A2","TAD_1630"
"SREBF1","SREBF1","TAD_1169"
"SREBF2","SREBF2","TAD_1941"
"SREBP-1","SREBP-1","TAD_1671"
"SREK1IP1","SREK1IP1","TAD_1247"
"SRGAP2","SRGAP2","TAD_2886"
"SRGAP2P2","SRGAP2P2","TAD_749"
"SRGN;BC022313","SRGN;BC022313","TAD_2281"
"SRP72","SRP72","TAD_1593"
"SRP9","SRP9","TAD_2034"
"SRPK2","SRPK2","TAD_2166"
"SRPX","SRPX","TAD_2499"
"SRPX2","SRPX2","TAD_524"
"SRRM3","SRRM3","TAD_2196"
"SRRM4","SRRM4","TAD_2942"
"SRRM5","SRRM5","TAD_1603"
"SRSF1","SRSF1","TAD_3202"
"SRSF11","SRSF11","TAD_1036"
"SRSF4","SRSF4","TAD_2556"
"SRSF5","SRSF5","TAD_2979"
"SRSF8","SRSF8","TAD_3416"
"SS18L1","SS18L1","TAD_1649"
"SS18L2","SS18L2","TAD_444"
"SSB","SSB","TAD_1109"
"SSBP2","SSBP2","TAD_1617"
"SSFA2","SSFA2","TAD_1117"
"SSPO","SSPO","TAD_1136"
"SSR3","SSR3","TAD_339"
"SSR4","SSR4","TAD_3009"
"SSTR5","SSTR5","TAD_191"
"SSX2IP","SSX2IP","TAD_2848"
"ST13","ST13","TAD_3032"
"ST13P4","ST13P4","TAD_1921"
"ST14","ST14","TAD_1648"
"ST18","ST18","TAD_752"
"ST3GAL2","ST3GAL2","TAD_974"
"ST3GAL4","ST3GAL4","TAD_703"
"ST3GAL5","ST3GAL5","TAD_2265"
"ST3GAL6","ST3GAL6","TAD_2376"
"ST6GAL1","ST6GAL1","TAD_2848"
"ST6GAL2","ST6GAL2","TAD_3307"
"ST6GALNAC1","ST6GALNAC1","TAD_1984"
"ST6GALNAC2","ST6GALNAC2","TAD_3307"
"ST6GALNAC3","ST6GALNAC3","TAD_1681"
"ST6GALNAC6","ST6GALNAC6","TAD_227"
"ST7-AS1","ST7-AS1","TAD_2191"
"ST7-OT3;ST7","ST7-OT3;ST7","TAD_678"
"ST7L","ST7L","TAD_3301"
"ST8SIA1","ST8SIA1","TAD_3329"
"ST8SIA3","ST8SIA3","TAD_241"
"ST8SIA5","ST8SIA5","TAD_1004"
"STAC","STAC","TAD_2512"
"STAG1","STAG1","TAD_1264"
"STAG2","STAG2","TAD_2937"
"STAG3L1","STAG3L1","TAD_1997"
"STAG3L2","STAG3L2","TAD_253"
"STAM","STAM","TAD_985"
"STAM2","STAM2","TAD_3477"
"STAMBPL1;FAS","STAMBPL1;FAS","TAD_2641"
"STAP1","STAP1","TAD_2533"
"STAP2","STAP2","TAD_468"
"STAR","STAR","TAD_2838"
"STARD10","STARD10","TAD_2480"
"STARD3","STARD3","TAD_906"
"STARD3NL","STARD3NL","TAD_3532"
"STARD4","STARD4","TAD_2440"
"STARD5","STARD5","TAD_3619"
"STARD8","STARD8","TAD_3444"
"STARD9","STARD9","TAD_2791"
"STAT1","STAT1","TAD_3464"
"STAT2","STAT2","TAD_622"
"STAT4","STAT4","TAD_2454"
"STAT5A","STAT5A","TAD_462"
"STAT5B","STAT5B","TAD_2643"
"STAT6","STAT6","TAD_1689"
"STAU1","STAU1","TAD_3688"
"STAU2","STAU2","TAD_1619"
"STBD1","STBD1","TAD_2212"
"STC1","STC1","TAD_1846"
"STC2","STC2","TAD_2758"
"STEAP1B","STEAP1B","TAD_1766"
"STEAP3","STEAP3","TAD_492"
"STEAP4","STEAP4","TAD_593"
"STIM2","STIM2","TAD_2838"
"STK10","STK10","TAD_248"
"STK11","STK11","TAD_779"
"STK11IP","STK11IP","TAD_2228"
"STK16","STK16","TAD_2160"
"STK17A","STK17A","TAD_3395"
"STK17B","STK17B","TAD_2641"
"STK31","STK31","TAD_1122"
"STK32B","STK32B","TAD_1963"
"STK32C","STK32C","TAD_3369"
"STK33","STK33","TAD_1601"
"STK35","STK35","TAD_721"
"STK38","STK38","TAD_1937"
"STK38L","STK38L","TAD_2738"
"STK40","STK40","TAD_3043"
"STL","STL","TAD_1680"
"STMN3","STMN3","TAD_1601"
"STOM","STOM","TAD_3225"
"STON1","STON1","TAD_2768"
"STON1-GTF2A1L","STON1-GTF2A1L","TAD_1749"
"STON2","STON2","TAD_462"
"STOX1","STOX1","TAD_750"
"STOX2","STOX2","TAD_2354"
"STRA13","STRA13","TAD_1722"
"STRA6","STRA6","TAD_2728"
"STRADA","STRADA","TAD_1184"
"STRBP","STRBP","TAD_3688"
"STRN","STRN","TAD_2950"
"STRN4","STRN4","TAD_1463"
"STS","STS","TAD_683"
"STT3A","STT3A","TAD_339"
"STT3B","STT3B","TAD_1297"
"STX12","STX12","TAD_1200"
"STX17","STX17","TAD_1985"
"STX18","STX18","TAD_769"
"STX19","STX19","TAD_1653"
"STX1B","STX1B","TAD_278"
"STX3","STX3","TAD_3512"
"STX4","STX4","TAD_615"
"STX5","STX5","TAD_1732"
"STX7","STX7","TAD_769"
"STX8","STX8","TAD_2140"
"STXBP1","STXBP1","TAD_1609"
"STXBP2","STXBP2","TAD_3478"
"STXBP3","STXBP3","TAD_1352"
"STXBP5","STXBP5","TAD_678"
"STXBP5L","STXBP5L","TAD_1251"
"STXBP6","STXBP6","TAD_1082"
"STYX","STYX","TAD_1135"
"SUB1","SUB1","TAD_2907"
"SUCLG1","SUCLG1","TAD_794"
"SUCNR1","SUCNR1","TAD_2111"
"SUFU","SUFU","TAD_705"
"SUGP1","SUGP1","TAD_2246"
"SUGP2","SUGP2","TAD_229"
"SULF1","SULF1","TAD_1964"
"SULT1A4;SULT1A3","SULT1A4;SULT1A3","TAD_3222"
"SULT1C2","SULT1C2","TAD_1217"
"SULT1C2P1","SULT1C2P1","TAD_750"
"SULT2B1","SULT2B1","TAD_2831"
"SULT6B1","SULT6B1","TAD_2863"
"SUMF1","SUMF1","TAD_339"
"SUMF2","SUMF2","TAD_1253"
"SUMO1P1","SUMO1P1","TAD_1645"
"SUMO1P3","SUMO1P3","TAD_969"
"SUMO2","SUMO2","TAD_394"
"SUMO4","SUMO4","TAD_1169"
"SUN1","SUN1","TAD_1889"
"SUOX","SUOX","TAD_2024"
"SUPT16H","SUPT16H","TAD_3395"
"SUPT3H","SUPT3H","TAD_1904"
"SUPT4H1","SUPT4H1","TAD_1645"
"SUPV3L1","SUPV3L1","TAD_1290"
"SURF2","SURF2","TAD_1336"
"SURF4","SURF4","TAD_2715"
"SUSD1","SUSD1","TAD_2258"
"SUSD2","SUSD2","TAD_1632"
"SUSD3","SUSD3","TAD_2602"
"SUSD4","SUSD4","TAD_2990"
"SUSD5","SUSD5","TAD_591"
"SUV39H1","SUV39H1","TAD_322"
"SUV420H2","SUV420H2","TAD_1632"
"SVEP1","SVEP1","TAD_523"
"SVOP","SVOP","TAD_3202"
"SWAP70","SWAP70","TAD_2119"
"SWSAP1","SWSAP1","TAD_1962"
"SWT1","SWT1","TAD_3575"
"SYBU","SYBU","TAD_2057"
"SYCE3","SYCE3","TAD_1135"
"SYCP1","SYCP1","TAD_228"
