"","gene","TAD"
"SNORA11","SNORA11","TAD_313"
"SNORA16A","SNORA16A","TAD_1167"
"SNORA16B","SNORA16B","TAD_61"
"SNORA21","SNORA21","TAD_1107"
"SNORA25","SNORA25","TAD_832"
"SNORA26","SNORA26","TAD_1265"
"SNORA37","SNORA37","TAD_1406"
"SNORA40","SNORA40","TAD_2057"
"SNORA41","SNORA41","TAD_3343"
"SNORA42","SNORA42","TAD_370"
"SNORA44","SNORA44","TAD_2316"
"SNORA45","SNORA45","TAD_3122"
"SNORA47","SNORA47","TAD_762"
"SNORA51","SNORA51","TAD_581"
"SNORA57","SNORA57","TAD_3179"
"SNORA58","SNORA58","TAD_3464"
"SNORA5A","SNORA5A","TAD_1595"
"SNORA5C","SNORA5C","TAD_997"
"SNORA61","SNORA61","TAD_1698"
"SNORA63","SNORA63","TAD_136"
"SNORA7","SNORA7","TAD_2217"
"SNORA70","SNORA70","TAD_1413"
"SNORA74B","SNORA74B","TAD_2136"
"SNORA76","SNORA76","TAD_2282"
"SNORA80","SNORA80","TAD_3332"
"SNORA81","SNORA81","TAD_515"
"SNORA84","SNORA84","TAD_1028"
"SNORA9","SNORA9","TAD_1770"
"SNORD102","SNORD102","TAD_1533"
"SNORD104","SNORD104","TAD_2434"
"SNORD114-10","SNORD114-10","TAD_1290"
"SNORD114-3","SNORD114-3","TAD_752"
"SNORD121A","SNORD121A","TAD_774"
"SNORD15A","SNORD15A","TAD_2290"
"SNORD15B","SNORD15B","TAD_1168"
"SNORD1B","SNORD1B","TAD_1038"
"SNORD36A","SNORD36A","TAD_1399"
"SNORD36C","SNORD36C","TAD_2825"
"SNORD47","SNORD47","TAD_31"
"SNORD56","SNORD56","TAD_3135"
"SNORD72","SNORD72","TAD_286"
"SNORD79","SNORD79","TAD_2526"
"SNORD80","SNORD80","TAD_157"
"SNORD88A","SNORD88A","TAD_1290"
"SNORD88C","SNORD88C","TAD_763"
"SNORD96B","SNORD96B","TAD_1008"
"SNORD98","SNORD98","TAD_2170"
"SNORD99","SNORD99","TAD_1136"
"SNPH","SNPH","TAD_1140"
"SNRK","SNRK","TAD_625"
"SNRNP200","SNRNP200","TAD_776"
"SNRNP35","SNRNP35","TAD_2282"
"SNRNP40","SNRNP40","TAD_2866"
"SNRNP48","SNRNP48","TAD_207"
"SNRPA","SNRPA","TAD_949"
"SNRPB2","SNRPB2","TAD_1170"
"SNRPC","SNRPC","TAD_1610"
"SNRPD1","SNRPD1","TAD_679"
"SNRPF","SNRPF","TAD_2166"
"SNTB1","SNTB1","TAD_496"
"SNUPN","SNUPN","TAD_2636"
"SNW1","SNW1","TAD_1940"
"SNX10","SNX10","TAD_956"
"SNX11","SNX11","TAD_625"
"SNX12","SNX12","TAD_763"
"SNX15","SNX15","TAD_2210"
"SNX2","SNX2","TAD_2473"
"SNX24","SNX24","TAD_473"
"SNX25","SNX25","TAD_2568"
"SNX27","SNX27","TAD_2932"
"SNX3","SNX3","TAD_1962"
"SNX30","SNX30","TAD_261"
"SNX33","SNX33","TAD_350"
"SNX4","SNX4","TAD_141"
"SNX7","SNX7","TAD_3353"
"SNX8","SNX8","TAD_1358"
"SNX9","SNX9","TAD_1209"
"SOAT1","SOAT1","TAD_956"
"SOAT2","SOAT2","TAD_14"
"SOBP","SOBP","TAD_211"
"SOCS3","SOCS3","TAD_1617"
"SOCS5","SOCS5","TAD_2047"
"SOHLH1","SOHLH1","TAD_122"
"SORBS2","SORBS2","TAD_883"
"SORBS3","SORBS3","TAD_2603"
"SORL1","SORL1","TAD_1298"
"SORT1","SORT1","TAD_119"
"SOS1","SOS1","TAD_954"
"SOWAHD","SOWAHD","TAD_2393"
"SOX17","SOX17","TAD_251"
"SOX18","SOX18","TAD_1913"
"SOX2-OT","SOX2-OT","TAD_2840"
"SOX7","SOX7","TAD_1997"
"SOX9","SOX9","TAD_351"
"SP1","SP1","TAD_1484"
"SP100","SP100","TAD_242"
"SP110","SP110","TAD_1109"
"SP140L","SP140L","TAD_1310"
"SP2","SP2","TAD_2237"
"SP3","SP3","TAD_652"
"SP5","SP5","TAD_361"
"SP6","SP6","TAD_1237"
"SPA17","SPA17","TAD_3525"
"SPAG4","SPAG4","TAD_3008"
"SPAG7","SPAG7","TAD_1648"
"SPAG8","SPAG8","TAD_1423"
"SPAG9","SPAG9","TAD_3249"
"SPARC","SPARC","TAD_732"
"SPAST","SPAST","TAD_1825"
"SPATA1","SPATA1","TAD_367"
"SPATA12","SPATA12","TAD_769"
"SPATA18","SPATA18","TAD_830"
"SPATA20","SPATA20","TAD_759"
"SPATA5","SPATA5","TAD_2138"
"SPATA5L1","SPATA5L1","TAD_3119"
"SPATA7","SPATA7","TAD_3676"
"SPATS2","SPATS2","TAD_1962"
"SPATS2L","SPATS2L","TAD_2005"
"SPC25","SPC25","TAD_1345"
"SPCS2","SPCS2","TAD_3355"
"SPCS3","SPCS3","TAD_1655"
"SPECC1","SPECC1","TAD_2388"
"SPEF1","SPEF1","TAD_2258"
"SPEF2","SPEF2","TAD_2684"
"SPEG","SPEG","TAD_670"
"SPEM1","SPEM1","TAD_1110"
"SPEN","SPEN","TAD_1400"
"SPERT","SPERT","TAD_2804"
"SPG21","SPG21","TAD_2342"
"SPHK1","SPHK1","TAD_715"
"SPI1","SPI1","TAD_1954"
"SPIB","SPIB","TAD_1742"
"SPICE1","SPICE1","TAD_1745"
"SPIN2B","SPIN2B","TAD_2681"
"SPIN3","SPIN3","TAD_3150"
"SPIN4","SPIN4","TAD_1036"
"SPINK13","SPINK13","TAD_2892"
"SPINK2","SPINK2","TAD_2440"
"SPINT1","SPINT1","TAD_966"
"SPINT2","SPINT2","TAD_1626"
"SPNS2","SPNS2","TAD_1963"
"SPNS3","SPNS3","TAD_2228"
"SPOCK2","SPOCK2","TAD_3332"
"SPON2","SPON2","TAD_2127"
"SPOP","SPOP","TAD_2577"
"SPP1","SPP1","TAD_429"
"SPPL2A","SPPL2A","TAD_3232"
"SPPL2B","SPPL2B","TAD_3338"
"SPPL3","SPPL3","TAD_851"
"SPR","SPR","TAD_596"
"SPRED1","SPRED1","TAD_169"
"SPRY4","SPRY4","TAD_678"
"SPRYD4","SPRYD4","TAD_1729"
"SPRYD7","SPRYD7","TAD_2024"
"SPTAN1","SPTAN1","TAD_1281"
"SPTB","SPTB","TAD_3624"
"SPTBN2","SPTBN2","TAD_3365"
"SPTBN5","SPTBN5","TAD_1648"
"SPTLC2","SPTLC2","TAD_3444"
"SPTLC3","SPTLC3","TAD_2473"
"SPTY2D1","SPTY2D1","TAD_2217"
"SQSTM1","SQSTM1","TAD_88"
"SRA1","SRA1","TAD_1140"
"SRC;AX747164","SRC;AX747164","TAD_172"
"SREBF2","SREBF2","TAD_3023"
"SREBP-1","SREBP-1","TAD_1692"
"SREK1IP1","SREK1IP1","TAD_1681"
"SRGAP2P2","SRGAP2P2","TAD_2703"
"SRGN;BC022313","SRGN;BC022313","TAD_749"
"SRP19","SRP19","TAD_2127"
"SRP54","SRP54","TAD_276"
"SRP68","SRP68","TAD_425"
"SRP72","SRP72","TAD_1418"
"SRP9","SRP9","TAD_2855"
"SRPK1","SRPK1","TAD_3458"
"SRPK3","SRPK3","TAD_1358"
"SRPRB","SRPRB","TAD_1281"
"SRPX2","SRPX2","TAD_1421"
"SRRM3","SRRM3","TAD_2844"
"SRRM5","SRRM5","TAD_2367"
"SRSF1","SRSF1","TAD_624"
"SRSF11","SRSF11","TAD_1688"
"SRSF12","SRSF12","TAD_157"
"SRSF4","SRSF4","TAD_1415"
"SRSF7","SRSF7","TAD_570"
"SRSF9","SRSF9","TAD_243"
"SRXN1","SRXN1","TAD_169"
"SS18","SS18","TAD_191"
"SS18L2","SS18L2","TAD_1508"
"SSB","SSB","TAD_78"
"SSBP1","SSBP1","TAD_1442"
"SSBP3","SSBP3","TAD_3343"
"SSH1","SSH1","TAD_2424"
"SSH3","SSH3","TAD_2094"
"SSNA1","SSNA1","TAD_757"
"SSPN","SSPN","TAD_3274"
"SSR2","SSR2","TAD_2993"
"SSR4","SSR4","TAD_2342"
"SSTR5","SSTR5","TAD_295"
"SSU72","SSU72","TAD_3678"
"SSX2IP","SSX2IP","TAD_659"
"ST13P4","ST13P4","TAD_2239"
"ST14","ST14","TAD_820"
"ST20","ST20","TAD_2560"
"ST3GAL2","ST3GAL2","TAD_93"
"ST3GAL4","ST3GAL4","TAD_3353"
"ST3GAL5","ST3GAL5","TAD_3319"
"ST3GAL6","ST3GAL6","TAD_3321"
"ST5","ST5","TAD_229"
"ST6GALNAC1","ST6GALNAC1","TAD_1682"
"ST6GALNAC2","ST6GALNAC2","TAD_2181"
"ST6GALNAC4","ST6GALNAC4","TAD_223"
"ST6GALNAC6","ST6GALNAC6","TAD_2888"
"ST7L","ST7L","TAD_1962"
"STAB1","STAB1","TAD_3179"
"STAB2","STAB2","TAD_1484"
"STAG3L3","STAG3L3","TAD_429"
"STAM","STAM","TAD_1998"
"STAMBP","STAMBP","TAD_949"
"STAMBPL1;FAS","STAMBPL1;FAS","TAD_670"
"STAP2","STAP2","TAD_1483"
"STAR","STAR","TAD_1415"
"STARD13","STARD13","TAD_3179"
"STARD3","STARD3","TAD_180"
"STARD3NL","STARD3NL","TAD_1940"
"STARD4","STARD4","TAD_3622"
"STARD5","STARD5","TAD_1766"
"STARD9","STARD9","TAD_2667"
"STAT1","STAT1","TAD_3325"
"STAT5A","STAT5A","TAD_1421"
"STAT6","STAT6","TAD_1609"
"STC1","STC1","TAD_2737"
"STC2","STC2","TAD_1104"
"STK10","STK10","TAD_541"
"STK11","STK11","TAD_3049"
"STK11IP","STK11IP","TAD_1140"
"STK16","STK16","TAD_93"
"STK17A","STK17A","TAD_2585"
"STK17B","STK17B","TAD_2829"
"STK25","STK25","TAD_350"
"STK31","STK31","TAD_2059"
"STK32B","STK32B","TAD_1117"
"STK32C","STK32C","TAD_655"
"STK35","STK35","TAD_1288"
"STK36","STK36","TAD_2968"
"STK38L","STK38L","TAD_781"
"STK40","STK40","TAD_3234"
"STMN1","STMN1","TAD_690"
"STMN3","STMN3","TAD_61"
"STOM","STOM","TAD_72"
"STOX1","STOX1","TAD_1618"
"STRA13","STRA13","TAD_3274"
"STRADA","STRADA","TAD_1837"
"STRADB","STRADB","TAD_1950"
"STRBP","STRBP","TAD_2217"
"STRN","STRN","TAD_1484"
"STRN4","STRN4","TAD_2113"
"STT3A","STT3A","TAD_1688"
"STT3B","STT3B","TAD_974"
"STX12","STX12","TAD_2738"
"STX16","STX16","TAD_1009"
"STX17","STX17","TAD_940"
"STX18","STX18","TAD_1296"
"STX19","STX19","TAD_83"
"STX1A","STX1A","TAD_3108"
"STX1B","STX1B","TAD_2432"
"STX3","STX3","TAD_1595"
"STX4","STX4","TAD_1545"
"STX5","STX5","TAD_2737"
"STX6","STX6","TAD_3412"
"STX7","STX7","TAD_593"
"STXBP1","STXBP1","TAD_1251"
"STXBP2","STXBP2","TAD_216"
"STXBP3","STXBP3","TAD_1167"
"STYX","STYX","TAD_313"
"STYXL1","STYXL1","TAD_1442"
"SUCLG2","SUCLG2","TAD_2738"
"SUFU","SUFU","TAD_1261"
"SUGP1","SUGP1","TAD_2734"
"SULF1","SULF1","TAD_59"
"SULT1A4;SULT1A3","SULT1A4;SULT1A3","TAD_600"
"SULT1C2","SULT1C2","TAD_450"
"SULT2B1","SULT2B1","TAD_818"
"SUMO1P3","SUMO1P3","TAD_1682"
"SUMO2","SUMO2","TAD_1771"
"SUMO4","SUMO4","TAD_791"
"SUN1","SUN1","TAD_911"
"SUN3","SUN3","TAD_2418"
"SUOX","SUOX","TAD_717"
"SUPV3L1","SUPV3L1","TAD_2181"
"SURF1","SURF1","TAD_3547"
"SURF2","SURF2","TAD_719"
"SURF4","SURF4","TAD_461"
"SURF6","SURF6","TAD_2251"
"SUSD1","SUSD1","TAD_209"
"SUSD3","SUSD3","TAD_2728"
"SUSD5","SUSD5","TAD_157"
"SUV39H1","SUV39H1","TAD_2866"
"SUV420H1","SUV420H1","TAD_2346"
"SUV420H2","SUV420H2","TAD_2682"
"SVEP1","SVEP1","TAD_2969"
"SVOP","SVOP","TAD_492"
"SWAP70","SWAP70","TAD_462"
"SWSAP1","SWSAP1","TAD_2237"
"SWT1","SWT1","TAD_650"
"SYBU","SYBU","TAD_2001"
"SYCE3","SYCE3","TAD_1050"
"SYCP1","SYCP1","TAD_2115"
"SYCP2L","SYCP2L","TAD_3161"
"SYCP3","SYCP3","TAD_2192"
"SYDE1","SYDE1","TAD_3332"
"SYDE2","SYDE2","TAD_1206"
"SYN1","SYN1","TAD_1441"
"SYNC","SYNC","TAD_1428"
"SYNE1","SYNE1","TAD_1682"
"SYNE2","SYNE2","TAD_1304"
"SYNGAP1","SYNGAP1","TAD_1127"
"SYNGR2","SYNGR2","TAD_3149"
"SYNGR4","SYNGR4","TAD_1568"
"SYNJ2BP-COX16","SYNJ2BP-COX16","TAD_2673"
"SYNM","SYNM","TAD_3503"
"SYNPO","SYNPO","TAD_3535"
"SYNPO2","SYNPO2","TAD_2833"
"SYNRG","SYNRG","TAD_2454"
"SYT11","SYT11","TAD_1460"
"SYT17","SYT17","TAD_1634"
"SYT3","SYT3","TAD_1826"
"SYT7","SYT7","TAD_3175"
"SYTL2","SYTL2","TAD_902"
"SYTL5","SYTL5","TAD_913"
"SZT2","SZT2","TAD_61"
"SnoU109","SnoU109","TAD_2655"
"TAAR5","TAAR5","TAD_1974"
"TAB2","TAB2","TAD_215"
"TAB3","TAB3","TAD_157"
"TAC3","TAC3","TAD_2703"
"TACC2","TACC2","TAD_240"
"TACO1","TACO1","TAD_3533"
"TACR2","TACR2","TAD_1290"
"TADA1","TADA1","TAD_36"
"TADA2A","TADA2A","TAD_2285"
"TADA2B","TADA2B","TAD_2827"
"TADA3","TADA3","TAD_1692"
"TAF10","TAF10","TAD_93"
"TAF11","TAF11","TAD_2828"
"TAF12","TAF12","TAD_1648"
"TAF1A","TAF1A","TAD_1846"
"TAF1C","TAF1C","TAD_3530"
"TAF1L","TAF1L","TAD_2272"
"TAF3","TAF3","TAD_3082"
"TAF4B","TAF4B","TAD_777"
"TAF5","TAF5","TAD_2976"
"TAF5L","TAF5L","TAD_1174"
"TAF6","TAF6","TAD_2673"
"TAF6L","TAF6L","TAD_2692"
"TAF7","TAF7","TAD_1578"
"TAF7L","TAF7L","TAD_1649"
"TAF8","TAF8","TAD_2290"
"TAF9","TAF9","TAD_2791"
"TAGLN2","TAGLN2","TAD_1309"
"TAL2","TAL2","TAD_1484"
"TALDO1","TALDO1","TAD_821"
"TANC1","TANC1","TAD_498"
"TANK","TANK","TAD_2309"
"TAOK2","TAOK2","TAD_3121"
"TAP1","TAP1","TAD_1304"
"TAPBPL","TAPBPL","TAD_1681"
"TAPT1","TAPT1","TAD_450"
"TAS2R19","TAS2R19","TAD_1464"
"TAS2R20","TAS2R20","TAD_142"
"TAS2R46","TAS2R46","TAD_2057"
"TASP1","TASP1","TAD_1578"
"TAT","TAT","TAD_1162"
"TATDN2;GHRLOS2","TATDN2;GHRLOS2","TAD_1204"
"TATDN3","TATDN3","TAD_1400"
"TAZ","TAZ","TAD_218"
"TBC1D1","TBC1D1","TAD_820"
"TBC1D10A","TBC1D10A","TAD_2640"
"TBC1D10C","TBC1D10C","TAD_2728"
"TBC1D12","TBC1D12","TAD_216"
"TBC1D13","TBC1D13","TAD_98"
"TBC1D14","TBC1D14","TAD_2516"
"TBC1D16","TBC1D16","TAD_1297"
"TBC1D20;DQ588114","TBC1D20;DQ588114","TAD_2820"
"TBC1D22A","TBC1D22A","TAD_378"
"TBC1D24","TBC1D24","TAD_1506"
"TBC1D9","TBC1D9","TAD_473"
"TBC1D9B","TBC1D9B","TAD_517"
"TBCA","TBCA","TAD_1008"
"TBCD","TBCD","TAD_415"
"TBCEL","TBCEL","TAD_700"
"TBCK","TBCK","TAD_2261"
"TBL1X","TBL1X","TAD_949"
"TBPL1","TBPL1","TAD_1506"
"TBX1","TBX1","TAD_370"
"TC2N","TC2N","TAD_861"
"TCAP","TCAP","TAD_1619"
"TCEA1","TCEA1","TAD_316"
"TCEA2;BC056407","TCEA2;BC056407","TAD_1609"
"TCEA3","TCEA3","TAD_1178"
"TCEAL4","TCEAL4","TAD_1534"
"TCEAL8","TCEAL8","TAD_1445"
"TCEANC","TCEANC","TAD_3179"
"TCEANC2","TCEANC2","TAD_1421"
"TCEB1","TCEB1","TAD_515"
"TCEB2","TCEB2","TAD_1545"
"TCEB3","TCEB3","TAD_119"
"TCF12","TCF12","TAD_2950"
"TCF19","TCF19","TAD_590"
"TCF20","TCF20","TAD_884"
"TCF21;AX747860","TCF21;AX747860","TAD_2768"
"TCF24","TCF24","TAD_2274"
"TCF7","TCF7","TAD_2858"
"TCHH","TCHH","TAD_1487"
"TCHP","TCHP","TAD_1484"
"TCL6","TCL6","TAD_861"
"TCN2","TCN2","TAD_2045"
"TCOF1","TCOF1","TAD_990"
"TCP1","TCP1","TAD_1029"
"TCP10L","TCP10L","TAD_525"
"TCP11","TCP11","TAD_351"
"TCP11L1","TCP11L1","TAD_1954"
"TCTA","TCTA","TAD_2827"
"TCTN1","TCTN1","TAD_3467"
"TDGF1","TDGF1","TAD_2739"
"TDGF1P3","TDGF1P3","TAD_835"
"TDP2","TDP2","TAD_2831"
"TDRD6","TDRD6","TAD_3266"
"TDRD7","TDRD7","TAD_2758"
"TDRD9","TDRD9","TAD_79"
"TEAD3","TEAD3","TAD_868"
"TEAD4","TEAD4","TAD_1192"
"TEC","TEC","TAD_3136"
"TECPR2","TECPR2","TAD_52"
"TECTA","TECTA","TAD_2917"
"TEF","TEF","TAD_3040"
"TEFM","TEFM","TAD_771"
"TEKT5","TEKT5","TAD_1671"
"TELO2","TELO2","TAD_261"
"TEP1","TEP1","TAD_593"
"TEPP","TEPP","TAD_1060"
"TERC","TERC","TAD_2272"
"TERF1","TERF1","TAD_1974"
"TERT","TERT","TAD_1421"
"TES","TES","TAD_2267"
"TESC","TESC","TAD_2737"
"TESK2","TESK2","TAD_861"
"TET1","TET1","TAD_1014"
"TET2","TET2","TAD_3110"
"TET3","TET3","TAD_3613"
"TEX10","TEX10","TAD_2136"
"TEX13B","TEX13B","TAD_3574"
"TEX19","TEX19","TAD_678"
"TEX2","TEX2","TAD_3271"
"TEX22","TEX22","TAD_1352"
"TEX9","TEX9","TAD_625"
"TF","TF","TAD_1601"
"TFAM","TFAM","TAD_81"
"TFAP2A","TFAP2A","TAD_2682"
"TFAP2C","TFAP2C","TAD_295"
"TFAP2E","TFAP2E","TAD_666"
"TFCP2","TFCP2","TAD_3080"
"TFCP2L1","TFCP2L1","TAD_3361"
"TFDP2","TFDP2","TAD_1750"
"TFE3","TFE3","TAD_2182"
"TFF1","TFF1","TAD_1156"
"TFF2","TFF2","TAD_1036"
"TFG","TFG","TAD_567"
"TFIP11","TFIP11","TAD_1624"
"TFPI","TFPI","TAD_3485"
"TFPI2","TFPI2","TAD_794"
"TFR2","TFR2","TAD_47"
"TG","TG","TAD_3208"
"TGDS","TGDS","TAD_1516"
"TGFA","TGFA","TAD_1141"
"TGFB2","TGFB2","TAD_2283"
"TGFBI","TGFBI","TAD_2737"
"TGFBRAP1","TGFBRAP1","TAD_3178"
"TGIF1","TGIF1","TAD_582"
"TGIF2","TGIF2","TAD_2166"
"TGIF2-C20ORF24","TGIF2-C20ORF24","TAD_269"
"TGM1","TGM1","TAD_860"
"TGM3","TGM3","TAD_540"
"TGM4","TGM4","TAD_431"
"TGS1","TGS1","TAD_1680"
"TH1L","TH1L","TAD_141"
"THAP1","THAP1","TAD_2831"
"THAP10","THAP10","TAD_3547"
"THAP11","THAP11","TAD_2034"
"THAP2","THAP2","TAD_582"
"THAP4","THAP4","TAD_735"
"THAP7","THAP7","TAD_1415"
"THAP7-AS1","THAP7-AS1","TAD_1325"
"THAP8","THAP8","TAD_1395"
"THBS1","THBS1","TAD_2434"
"THEG","THEG","TAD_727"
"THOC5","THOC5","TAD_1994"
"THOP1","THOP1","TAD_2726"
"THRA","THRA","TAD_3103"
"THRAP3","THRAP3","TAD_2392"
"THTPA","THTPA","TAD_1606"
"THYN1","THYN1","TAD_3485"
"TIAM2","TIAM2","TAD_3023"
"TICAM1","TICAM1","TAD_1881"
"TIGD5","TIGD5","TAD_83"
"TIGD6","TIGD6","TAD_2980"
"TIGD7","TIGD7","TAD_3369"
"TIMD4","TIMD4","TAD_1421"
"TIMELESS","TIMELESS","TAD_652"
"TIMM10","TIMM10","TAD_1292"
"TIMM17A","TIMM17A","TAD_1451"
"TIMM17B","TIMM17B","TAD_794"
"TIMM21","TIMM21","TAD_1639"
"TIMP1","TIMP1","TAD_2587"
"TINAGL1","TINAGL1","TAD_525"
"TINF2","TINF2","TAD_1953"
"TIPARP","TIPARP","TAD_1601"
"TIPARP-AS1","TIPARP-AS1","TAD_1909"
"TIPRL","TIPRL","TAD_254"
"TJAP1","TJAP1","TAD_2181"
"TJP2","TJP2","TAD_1127"
"TK1","TK1","TAD_2912"
"TK2","TK2","TAD_1780"
"TLCD2","TLCD2","TAD_3122"
"TLE2","TLE2","TAD_2238"
"TLE3","TLE3","TAD_213"
"TLE6","TLE6","TAD_1998"
"TLL2","TLL2","TAD_25"
"TLN1","TLN1","TAD_3222"
"TLN2","TLN2","TAD_2229"
"TLR1","TLR1","TAD_3574"
"TLR10","TLR10","TAD_2820"
"TLR6","TLR6","TAD_2738"
"TLR9","TLR9","TAD_2831"
"TLX2","TLX2","TAD_642"
"TM2D1","TM2D1","TAD_1697"
"TM4SF1","TM4SF1","TAD_1484"
"TM4SF18","TM4SF18","TAD_2684"
"TM4SF19","TM4SF19","TAD_1859"
"TM4SF20","TM4SF20","TAD_2949"
"TM4SF4","TM4SF4","TAD_3175"
"TM6SF2","TM6SF2","TAD_1701"
"TM7SF3","TM7SF3","TAD_776"
"TM9SF2","TM9SF2","TAD_2494"
"TM9SF3","TM9SF3","TAD_3401"
"TM9SF4","TM9SF4","TAD_1127"
"TMBIM1","TMBIM1","TAD_241"
"TMBIM4","TMBIM4","TAD_1483"
"TMBIM6","TMBIM6","TAD_557"
"TMC5","TMC5","TAD_2164"
"TMC6","TMC6","TAD_2473"
"TMC8","TMC8","TAD_2"
"TMCC2","TMCC2","TAD_1923"
"TMCO1","TMCO1","TAD_1993"
"TMCO6","TMCO6","TAD_1680"
"TMED10P1","TMED10P1","TAD_2781"
"TMED5","TMED5","TAD_211"
"TMED8","TMED8","TAD_652"
"TMEM101","TMEM101","TAD_1996"
"TMEM102","TMEM102","TAD_3178"
"TMEM104","TMEM104","TAD_1500"
"TMEM105","TMEM105","TAD_2683"
"TMEM106B","TMEM106B","TAD_2837"
"TMEM106C","TMEM106C","TAD_1866"
"TMEM109","TMEM109","TAD_2191"
"TMEM110","TMEM110","TAD_1648"
"TMEM110-MUSTN1","TMEM110-MUSTN1","TAD_3"
"TMEM111","TMEM111","TAD_1697"
"TMEM116","TMEM116","TAD_2153"
"TMEM117","TMEM117","TAD_1906"
"TMEM120A","TMEM120A","TAD_689"
"TMEM123","TMEM123","TAD_3467"
"TMEM127","TMEM127","TAD_3150"
"TMEM132A","TMEM132A","TAD_1484"
"TMEM133","TMEM133","TAD_1593"
"TMEM134","TMEM134","TAD_1251"
"TMEM138","TMEM138","TAD_3644"
"TMEM139","TMEM139","TAD_3174"
"TMEM143","TMEM143","TAD_2044"
"TMEM144","TMEM144","TAD_1482"
"TMEM145","TMEM145","TAD_2428"
"TMEM147","TMEM147","TAD_2181"
"TMEM14A","TMEM14A","TAD_796"
"TMEM14B","TMEM14B","TAD_2736"
"TMEM14C","TMEM14C","TAD_3157"
"TMEM156","TMEM156","TAD_2181"
"TMEM158","TMEM158","TAD_2252"
"TMEM159","TMEM159","TAD_2405"
"TMEM161A","TMEM161A","TAD_339"
"TMEM164","TMEM164","TAD_3568"
"TMEM165","TMEM165","TAD_1296"
"TMEM167A","TMEM167A","TAD_2728"
"TMEM167B","TMEM167B","TAD_2237"
"TMEM168","TMEM168","TAD_625"
"TMEM173","TMEM173","TAD_3458"
"TMEM175","TMEM175","TAD_2839"
"TMEM176B","TMEM176B","TAD_2369"
"TMEM177","TMEM177","TAD_1689"
"TMEM179B","TMEM179B","TAD_776"
"TMEM18","TMEM18","TAD_1950"
"TMEM180","TMEM180","TAD_2057"
"TMEM182","TMEM182","TAD_2692"
"TMEM184B","TMEM184B","TAD_175"
"TMEM185B","TMEM185B","TAD_1706"
"TMEM186","TMEM186","TAD_1701"
"TMEM188","TMEM188","TAD_1994"
"TMEM19","TMEM19","TAD_2212"
"TMEM194A","TMEM194A","TAD_207"
"TMEM194B","TMEM194B","TAD_3040"
"TMEM198","TMEM198","TAD_1440"
"TMEM2","TMEM2","TAD_1771"
"TMEM200B","TMEM200B","TAD_2684"
"TMEM203","TMEM203","TAD_3232"
"TMEM205","TMEM205","TAD_1000"
"TMEM206","TMEM206","TAD_1294"
"TMEM209","TMEM209","TAD_2839"
"TMEM213","TMEM213","TAD_1936"
"TMEM214","TMEM214","TAD_240"
"TMEM218","TMEM218","TAD_1651"
"TMEM219","TMEM219","TAD_2473"
"TMEM221","TMEM221","TAD_2136"
"TMEM222","TMEM222","TAD_3644"
"TMEM223","TMEM223","TAD_1587"
"TMEM229B","TMEM229B","TAD_1297"
"TMEM231;AK057689","TMEM231;AK057689","TAD_1656"
"TMEM234","TMEM234","TAD_216"
"TMEM237","TMEM237","TAD_1623"
"TMEM238","TMEM238","TAD_264"
"TMEM240","TMEM240","TAD_2672"
"TMEM25","TMEM25","TAD_1335"
"TMEM27","TMEM27","TAD_95"
"TMEM37","TMEM37","TAD_967"
"TMEM38B","TMEM38B","TAD_1296"
"TMEM39A","TMEM39A","TAD_1668"
"TMEM41B","TMEM41B","TAD_429"
"TMEM42","TMEM42","TAD_1656"
"TMEM45A","TMEM45A","TAD_2541"
"TMEM47","TMEM47","TAD_2144"
"TMEM50B","TMEM50B","TAD_3208"
"TMEM51","TMEM51","TAD_2202"
"TMEM54","TMEM54","TAD_605"
"TMEM55A","TMEM55A","TAD_1310"
"TMEM55B","TMEM55B","TAD_2942"
"TMEM59","TMEM59","TAD_1167"
"TMEM59L","TMEM59L","TAD_821"
"TMEM60","TMEM60","TAD_2181"
"TMEM62","TMEM62","TAD_3384"
"TMEM63A","TMEM63A","TAD_533"
"TMEM63B","TMEM63B","TAD_2178"
"TMEM63C","TMEM63C","TAD_652"
"TMEM64","TMEM64","TAD_1381"
"TMEM68","TMEM68","TAD_65"
"TMEM69","TMEM69","TAD_1294"
"TMEM70","TMEM70","TAD_1135"
"TMEM71","TMEM71","TAD_1422"
"TMEM74","TMEM74","TAD_1825"
"TMEM74B","TMEM74B","TAD_169"
"TMEM79","TMEM79","TAD_1493"
"TMEM80","TMEM80","TAD_967"
"TMEM81","TMEM81","TAD_2503"
"TMEM82","TMEM82","TAD_3328"
"TMEM85","TMEM85","TAD_141"
"TMEM86A","TMEM86A","TAD_313"
"TMEM86B","TMEM86B","TAD_1624"
"TMEM87A","TMEM87A","TAD_2528"
"TMEM88","TMEM88","TAD_2181"
"TMEM89","TMEM89","TAD_1938"
"TMEM8B","TMEM8B","TAD_2738"
"TMEM9","TMEM9","TAD_2728"
"TMEM99","TMEM99","TAD_1158"
"TMEM9B","TMEM9B","TAD_2821"
"TMIE","TMIE","TAD_1701"
"TMIGD2","TMIGD2","TAD_2328"
"TMOD1","TMOD1","TAD_3364"
"TMOD2","TMOD2","TAD_1140"
"TMOD3","TMOD3","TAD_2472"
"TMOD4","TMOD4","TAD_709"
"TMPO","TMPO","TAD_779"
"TMPPE","TMPPE","TAD_367"
"TMPRSS11B","TMPRSS11B","TAD_169"
